,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_co2_e,EX_o2_e
108,EX_co2_e,,,,,,,-1.837277676950998,-9.218578473641802
109,EX_co2_e,0.0,0.0,,0.01313406071208341,8.61459964225018,,-1.837277676950998,-8.862344066947093
110,EX_co2_e,0.0,0.0,,0.03846403204379977,25.228468479605176,,-1.837277676950998,-8.506109660252385
111,EX_co2_e,0.0,0.0,,0.03846403204380019,25.22846847960545,,-1.837277676950998,-8.149875253557674
112,EX_co2_e,0.0,0.0,,0.036387162169776284,23.86625439624078,,-1.837277676950998,-7.793640846862965
113,EX_co2_e,0.0,0.0,,0.02455708546899817,16.10693481120519,,-1.837277676950998,-7.437406440168256
114,EX_co2_e,0.0,0.0,,0.01051735369613145,6.898307642567658,,-1.837277676950998,-7.081172033473546
115,EX_co2_e,,,,,,,-1.837277676950998,-6.7249376267788366
116,EX_co2_e,,,,,,,-1.837277676950998,-6.368703220084127
117,EX_co2_e,,,,,,,-1.837277676950998,-6.012468813389417
