,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_h2_e,EX_o2_e
52,EX_co2_e,,,,,,,-70.3485915453947,-17.601180612287138
53,EX_co2_e,,,,,,,-70.3485915453947,-15.843869096246117
54,EX_co2_e,,,,,,,-70.3485915453947,-14.086557580205099
55,EX_co2_e,,,,,,,-70.3485915453947,-12.329246064164078
56,EX_co2_e,,,,,,,-70.3485915453947,-10.571934548123057
57,EX_co2_e,,,,,,,-70.3485915453947,-8.814623032082036
58,EX_co2_e,,,,,,,-70.3485915453947,-7.057311516041015
59,EX_co2_e,,,,,,,-70.3485915453947,-5.299999999999999
60,EX_co2_e,,,,,,,-66.83396851331266,-38.688918804779384
61,EX_co2_e,,,,,,,-66.83396851331266,-36.93160728873836
62,EX_co2_e,,,,,,,-66.83396851331266,-35.17429577269734
63,EX_co2_e,0.0,4.835225944391085e-15,,0.006648773524772706,9.374135826357579,,-66.83396851331266,-33.41698425665632
64,EX_co2_e,,,,,,,-66.83396851331266,-31.659672740615303
65,EX_co2_e,,,,,,,-66.83396851331266,-29.902361224574282
66,EX_co2_e,,,,,,,-66.83396851331266,-28.14504970853326
67,EX_co2_e,,,,,,,-66.83396851331266,-26.387738192492243
68,EX_co2_e,,,,,,,-66.83396851331266,-24.630426676451222
69,EX_co2_e,,,,,,,-66.83396851331266,-22.8731151604102
70,EX_co2_e,,,,,,,-66.83396851331266,-21.11580364436918
71,EX_co2_e,,,,,,,-66.83396851331266,-19.35849212832816
72,EX_co2_e,,,,,,,-66.83396851331266,-17.601180612287138
73,EX_co2_e,,,,,,,-66.83396851331266,-15.843869096246117
74,EX_co2_e,,,,,,,-66.83396851331266,-14.086557580205099
75,EX_co2_e,,,,,,,-66.83396851331266,-12.329246064164078
76,EX_co2_e,,,,,,,-66.83396851331266,-10.571934548123057
77,EX_co2_e,,,,,,,-66.83396851331266,-8.814623032082036
78,EX_co2_e,,,,,,,-66.83396851331266,-7.057311516041015
79,EX_co2_e,,,,,,,-66.83396851331266,-5.299999999999999
80,EX_co2_e,,,,,,,-63.31934548123061,-38.688918804779384
81,EX_co2_e,,,,,,,-63.31934548123061,-36.93160728873836
82,EX_co2_e,,,,,,,-63.31934548123061,-35.17429577269734
83,EX_co2_e,,,,,,,-63.31934548123061,-33.41698425665632
84,EX_co2_e,0.0,17.102404574433407,,0.008459587543734515,9.37413582636591,,-63.31934548123061,-31.659672740615303
85,EX_co2_e,,,,,,,-63.31934548123061,-29.902361224574282
86,EX_co2_e,,,,,,,-63.31934548123061,-28.14504970853326
87,EX_co2_e,,,,,,,-63.31934548123061,-26.387738192492243
88,EX_co2_e,,,,,,,-63.31934548123061,-24.630426676451222
89,EX_co2_e,,,,,,,-63.31934548123061,-22.8731151604102
90,EX_co2_e,,,,,,,-63.31934548123061,-21.11580364436918
91,EX_co2_e,,,,,,,-63.31934548123061,-19.35849212832816
92,EX_co2_e,,,,,,,-63.31934548123061,-17.601180612287138
93,EX_co2_e,,,,,,,-63.31934548123061,-15.843869096246117
94,EX_co2_e,,,,,,,-63.31934548123061,-14.086557580205099
95,EX_co2_e,,,,,,,-63.31934548123061,-12.329246064164078
96,EX_co2_e,,,,,,,-63.31934548123061,-10.571934548123057
97,EX_co2_e,,,,,,,-63.31934548123061,-8.814623032082036
98,EX_co2_e,,,,,,,-63.31934548123061,-7.057311516041015
99,EX_co2_e,,,,,,,-63.31934548123061,-5.299999999999999
100,EX_co2_e,,,,,,,-59.80472244914857,-38.688918804779384
101,EX_co2_e,,,,,,,-59.80472244914857,-36.93160728873836
102,EX_co2_e,,,,,,,-59.80472244914857,-35.17429577269734
103,EX_co2_e,,,,,,,-59.80472244914857,-33.41698425665632
104,EX_co2_e,,,,,,,-59.80472244914857,-31.659672740615303
105,EX_co2_e,0.0,3.883964155241627,,0.010270401562671724,9.37413582634549,,-59.80472244914857,-29.902361224574282
