,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_co2_e,EX_o2_e
249,EX_co2_e,0.0,6.241413860244727e-27,,0.01638597112680102,9.374135826357211,,-0.7826943085984883,-8.590858725761738
250,EX_co2_e,0.0,0.0,,0.016385971126800344,9.374135826356827,,-0.7826943085984883,-8.261772853185564
251,EX_co2_e,0.0,0.0,,0.016385971126800493,9.37413582635691,,-0.7826943085984883,-7.93268698060939
252,EX_co2_e,0.0,0.0,,0.016385971126800146,9.37413582635671,,-0.7826943085984883,-7.6036011080332155
253,EX_co2_e,0.0,0.0,,0.016385971126800312,9.374135826356808,,-0.7826943085984883,-7.2745152354570415
254,EX_co2_e,0.0,0.0,,0.016385971126799452,9.374135826356314,,-0.7826943085984883,-6.945429362880868
255,EX_co2_e,0.0,0.0,,0.016385971126799796,9.374135826356506,,-0.7826943085984883,-6.616343490304694
256,EX_co2_e,0.0,0.0,,0.01638597112679927,9.374135826356207,,-0.7826943085984883,-6.28725761772852
257,EX_co2_e,0.0,0.0,,0.000749030515377689,0.42850763832680955,,-0.7826943085984883,-5.958171745152346
258,EX_co2_e,,,,,,,-0.7826943085984883,-5.629085872576172
259,EX_co2_e,,,,,,,-0.7826943085984883,-5.299999999999999
260,EX_co2_e,,,,,,,-0.6708808359415614,-11.552631578947302
261,EX_co2_e,,,,,,,-0.6708808359415614,-11.223545706371128
262,EX_co2_e,,,,,,,-0.6708808359415614,-10.894459833794954
263,EX_co2_e,,,,,,,-0.6708808359415614,-10.56537396121878
264,EX_co2_e,0.011531595166746997,7.696534735496031,,0.014045118108683375,9.374135826355058,,-0.6708808359415614,-10.236288088642606
265,EX_co2_e,0.0,6.1998225721351694e-12,,0.014045118108684414,9.374135826355761,,-0.6708808359415614,-9.907202216066434
266,EX_co2_e,0.0,0.0,,0.014045118108684052,9.37413582635552,,-0.6708808359415614,-9.578116343490258
267,EX_co2_e,0.0,0.0,,0.014045118108685428,9.37413582635643,,-0.6708808359415614,-9.249030470914086
268,EX_co2_e,0.0,0.0,,0.014045118108687013,9.374135826357492,,-0.6708808359415614,-8.919944598337912
269,EX_co2_e,0.0,0.0,,0.014045118108687481,9.374135826357808,,-0.6708808359415614,-8.590858725761738
270,EX_co2_e,0.0,0.0,,0.014045118108686458,9.374135826357124,,-0.6708808359415614,-8.261772853185564
271,EX_co2_e,0.0,0.0,,0.014045118108685993,9.37413582635681,,-0.6708808359415614,-7.93268698060939
272,EX_co2_e,0.0,0.0,,0.014045118108686031,9.374135826356836,,-0.6708808359415614,-7.6036011080332155
273,EX_co2_e,0.0,0.0,,0.014045118108686413,9.374135826357094,,-0.6708808359415614,-7.2745152354570415
274,EX_co2_e,0.0,0.0,,0.014045118108686222,9.374135826356966,,-0.6708808359415614,-6.945429362880868
275,EX_co2_e,0.0,0.0,,0.014045118108685913,9.374135826356758,,-0.6708808359415614,-6.616343490304694
276,EX_co2_e,0.0,0.0,,0.014045118108685608,9.374135826356556,,-0.6708808359415614,-6.28725761772852
277,EX_co2_e,0.0,0.0,,0.013212662820542696,8.818530036498894,,-0.6708808359415614,-5.958171745152346
278,EX_co2_e,,,,,,,-0.6708808359415614,-5.629085872576172
279,EX_co2_e,,,,,,,-0.6708808359415614,-5.299999999999999
