,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_h2_e,EX_o2_e
235,EX_co2_e,0.0,0.0,,0.016483496826008165,25.228468479605908,,-14.94947368421052,-6.724937626778833
236,EX_co2_e,0.0,1.5431110856503613e-27,,0.01192907080954507,15.416392130002844,,-14.94947368421052,-6.368703220084124
237,EX_co2_e,,,,,,,-14.94947368421052,-6.0124688133894155
238,EX_co2_e,,,,,,,-14.94947368421052,-5.656234406694707
239,EX_co2_e,,,,,,,-14.94947368421052,-5.299999999999998
240,EX_co2_e,,,,,,,-14.405789473684205,-12.068453727199467
241,EX_co2_e,,,,,,,-14.405789473684205,-11.712219320504758
242,EX_co2_e,,,,,,,-14.405789473684205,-11.35598491381005
243,EX_co2_e,,,,,,,-14.405789473684205,-10.99975050711534
244,EX_co2_e,,,,,,,-14.405789473684205,-10.643516100420632
245,EX_co2_e,,,,,,,-14.405789473684205,-10.287281693725923
246,EX_co2_e,,,,,,,-14.405789473684205,-9.931047287031213
247,EX_co2_e,,,,,,,-14.405789473684205,-9.574812880336504
248,EX_co2_e,,,,,,,-14.405789473684205,-9.218578473641795
249,EX_co2_e,,,,,,,-14.405789473684205,-8.862344066947086
250,EX_co2_e,,,,,,,-14.405789473684205,-8.506109660252378
251,EX_co2_e,,,,,,,-14.405789473684205,-8.149875253557669
252,EX_co2_e,0.0,,,0.002083081708721512,25.228468479611625,,-14.405789473684205,-7.79364084686296
253,EX_co2_e,0.0,0.0,,0.00560878971269882,25.228468479410157,,-14.405789473684205,-7.437406440168251
254,EX_co2_e,0.0,0.0,,0.00913449771674529,25.22846847962009,,-14.405789473684205,-7.081172033473542
255,EX_co2_e,0.0,1.985534607574884e-29,,0.01266020572075564,25.228468479616073,,-14.405789473684205,-6.724937626778833
256,EX_co2_e,0.0,0.0,,0.01597065261113096,24.912943185746016,,-14.405789473684205,-6.368703220084124
257,EX_co2_e,,,,,,,-14.405789473684205,-6.0124688133894155
258,EX_co2_e,,,,,,,-14.405789473684205,-5.656234406694707
259,EX_co2_e,,,,,,,-14.405789473684205,-5.299999999999998
260,EX_co2_e,,,,,,,-13.86210526315789,-12.068453727199467
261,EX_co2_e,,,,,,,-13.86210526315789,-11.712219320504758
262,EX_co2_e,,,,,,,-13.86210526315789,-11.35598491381005
263,EX_co2_e,,,,,,,-13.86210526315789,-10.99975050711534
264,EX_co2_e,,,,,,,-13.86210526315789,-10.643516100420632
265,EX_co2_e,,,,,,,-13.86210526315789,-10.287281693725923
266,EX_co2_e,,,,,,,-13.86210526315789,-9.931047287031213
267,EX_co2_e,,,,,,,-13.86210526315789,-9.574812880336504
268,EX_co2_e,,,,,,,-13.86210526315789,-9.218578473641795
269,EX_co2_e,,,,,,,-13.86210526315789,-8.862344066947086
270,EX_co2_e,,,,,,,-13.86210526315789,-8.506109660252378
271,EX_co2_e,,,,,,,-13.86210526315789,-8.149875253557669
272,EX_co2_e,,,,,,,-13.86210526315789,-7.79364084686296
273,EX_co2_e,0.0,,,0.0017854986074814243,25.228468479731045,,-13.86210526315789,-7.437406440168251
274,EX_co2_e,0.0,0.0,,0.005311206611486206,25.22846847960996,,-13.86210526315789,-7.081172033473542
275,EX_co2_e,0.0,0.0,,0.008836914615493284,25.2284684795956,,-13.86210526315789,-6.724937626778833
276,EX_co2_e,0.0,0.0,,0.012362622619503485,25.228468479598284,,-13.86210526315789,-6.368703220084124
277,EX_co2_e,0.0,3.62290012814418e-14,,0.004326960351462269,7.251768419520551,,-13.86210526315789,-6.0124688133894155
278,EX_co2_e,,,,,,,-13.86210526315789,-5.656234406694707
279,EX_co2_e,,,,,,,-13.86210526315789,-5.299999999999998
