,carbon_source,flux_minimum,carbon_yield_minimum,mass_yield_minimum,flux_maximum,carbon_yield_maximum,mass_yield_maximum,EX_h2_e,EX_o2_e
0,EX_co2_e,0.0,,,0.0,,,-19.4,-13.784210526315702
1,EX_co2_e,0.0,,,0.005107233291876274,9.374135826352225,,-19.4,-13.308892921959988
2,EX_co2_e,0.0,,,0.010214466583757518,9.37413582635659,,-19.4,-12.833575317604275
3,EX_co2_e,0.0,,,0.015321699875636084,9.374135826356174,,-19.4,-12.35825771324856
4,EX_co2_e,0.0,,,0.020428933167515036,9.37413582635636,,-19.4,-11.882940108892846
5,EX_co2_e,0.0,,,0.0255361664593938,9.374135826356307,,-19.4,-11.407622504537134
6,EX_co2_e,0.0,,,0.03064339975127315,9.374135826356348,,-19.4,-10.93230490018142
7,EX_co2_e,0.0,,,0.03575063304315191,9.374135826356403,,-19.4,-10.456987295825705
8,EX_co2_e,0.0,,,0.04085786633503038,9.374135826356286,,-19.4,-9.98166969146999
9,EX_co2_e,0.0,8.0406103380432e-29,,0.045965099626909235,9.374135826356246,,-19.4,-9.506352087114276
10,EX_co2_e,0.0,0.0,,0.051072332918787995,9.374135826356232,,-19.4,-9.031034482758564
11,EX_co2_e,0.0,0.0,,0.056179566210667733,9.374135826356456,,-19.4,-8.55571687840285
12,EX_co2_e,0.0,0.0,,0.0612867995025463,9.374135826356378,,-19.4,-8.080399274047135
13,EX_co2_e,0.0,0.0,,0.06639403279442506,9.374135826356332,,-19.4,-7.605081669691422
14,EX_co2_e,0.0,0.0,,0.07150126608630476,9.374135826356463,,-19.4,-7.129764065335708
15,EX_co2_e,0.0,0.0,,0.07660849937818318,9.374135826356403,,-19.4,-6.654446460979994
16,EX_co2_e,0.0,0.0,,0.08171573267006188,9.374135826356362,,-19.4,-6.17912885662428
17,EX_co2_e,0.0,0.0,,0.08682296596194022,9.374135826356278,,-19.4,-5.703811252268567
18,EX_co2_e,0.0,0.0,,0.09193019925382016,9.374135826356431,,-19.4,-5.2284936479128525
19,EX_co2_e,0.0,0.0,,0.09703743254569941,9.374135826356467,,-19.4,-4.753176043557138
20,EX_co2_e,0.0,0.0,,0.06626828330411964,6.38315691576863,,-19.4,-4.277858439201426
21,EX_co2_e,0.0,0.0,,0.0028572823590217633,0.2928415177880665,,-19.4,-3.8025408348457113
22,EX_co2_e,,,,,,,-19.4,-3.327223230489997
23,EX_co2_e,,,,,,,-19.4,-2.8519056261342826
24,EX_co2_e,,,,,,,-19.4,-2.37658802177857
25,EX_co2_e,,,,,,,-19.4,-1.9012704174228556
26,EX_co2_e,,,,,,,-19.4,-1.4259528130671413
27,EX_co2_e,,,,,,,-19.4,-0.9506352087114287
28,EX_co2_e,,,,,,,-19.4,-0.47531760435571435
29,EX_co2_e,,,,,,,-19.4,0.0
30,EX_co2_e,,,,,,,-18.73103448275862,-13.784210526315702
31,EX_co2_e,0.0,,,0.0,41.74942392333221,,-18.73103448275862,-13.308892921959988
32,EX_co2_e,0.0,,,0.005107233291883253,9.37413582634978,,-18.73103448275862,-12.833575317604275
33,EX_co2_e,0.0,,,0.01021446658375693,9.374135826353955,,-18.73103448275862,-12.35825771324856
34,EX_co2_e,0.0,,,0.015321699875637302,9.374135826356033,,-18.73103448275862,-11.882940108892846
35,EX_co2_e,0.0,,,0.020428933167515033,9.374135826355458,,-18.73103448275862,-11.407622504537134
36,EX_co2_e,0.0,,,0.0255361664593941,9.374135826355767,,-18.73103448275862,-10.93230490018142
37,EX_co2_e,0.0,,,0.030643399751273236,9.374135826355987,,-18.73103448275862,-10.456987295825705
38,EX_co2_e,0.0,,,0.03575063304315213,9.374135826356088,,-18.73103448275862,-9.98166969146999
39,EX_co2_e,0.0,,,0.04085786633503043,9.374135826355934,,-18.73103448275862,-9.506352087114276
40,EX_co2_e,0.0,3.8968304088593347e-44,,0.04596509962690935,9.374135826356031,,-18.73103448275862,-9.031034482758564
41,EX_co2_e,0.0,0.0,,0.05107233291878793,9.374135826356001,,-18.73103448275862,-8.55571687840285
42,EX_co2_e,0.0,0.0,,0.05617956621066703,9.3741358263561,,-18.73103448275862,-8.080399274047135
43,EX_co2_e,0.0,0.0,,0.06128679950254609,9.374135826356177,,-18.73103448275862,-7.605081669691422
44,EX_co2_e,0.0,0.0,,0.06639403279442488,9.374135826356197,,-18.73103448275862,-7.129764065335708
45,EX_co2_e,0.0,0.0,,0.07150126608630357,9.374135826356182,,-18.73103448275862,-6.654446460979994
46,EX_co2_e,0.0,0.0,,0.07660849937818195,9.374135826356122,,-18.73103448275862,-6.17912885662428
47,EX_co2_e,0.0,0.0,,0.08171573267006169,9.374135826356278,,-18.73103448275862,-5.703811252268567
48,EX_co2_e,0.0,0.0,,0.0868229659619398,9.374135826356184,,-18.73103448275862,-5.2284936479128525
49,EX_co2_e,0.0,0.0,,0.09193019925381853,9.374135826356182,,-18.73103448275862,-4.753176043557138
50,EX_co2_e,0.0,2.1881089975505255e-29,,0.07626678776180554,7.585994130334027,,-18.73103448275862,-4.277858439201426
51,EX_co2_e,0.0,0.0,,0.024572628287626803,2.5361975310063536,,-18.73103448275862,-3.8025408348457113
52,EX_co2_e,,,,,,,-18.73103448275862,-3.327223230489997
53,EX_co2_e,,,,,,,-18.73103448275862,-2.8519056261342826
54,EX_co2_e,,,,,,,-18.73103448275862,-2.37658802177857
55,EX_co2_e,,,,,,,-18.73103448275862,-1.9012704174228556
56,EX_co2_e,,,,,,,-18.73103448275862,-1.4259528130671413
57,EX_co2_e,,,,,,,-18.73103448275862,-0.9506352087114287
58,EX_co2_e,,,,,,,-18.73103448275862,-0.47531760435571435
59,EX_co2_e,,,,,,,-18.73103448275862,0.0
60,EX_co2_e,,,,,,,-18.06206896551724,-13.784210526315702
61,EX_co2_e,,,,,,,-18.06206896551724,-13.308892921959988
62,EX_co2_e,0.0,0.0,,0.0,33.1033885074657,,-18.06206896551724,-12.833575317604275
63,EX_co2_e,0.0,0.0,,0.005107233291877494,9.374135826353049,,-18.06206896551724,-12.35825771324856
64,EX_co2_e,0.0,0.0,,0.010214466583757334,9.374135826356195,,-18.06206896551724,-11.882940108892846
65,EX_co2_e,0.0,0.0,,0.015321699875636538,9.37413582635646,,-18.06206896551724,-11.407622504537134
66,EX_co2_e,0.0,0.0,,0.020428933167514398,9.374135826355861,,-18.06206896551724,-10.93230490018142
67,EX_co2_e,0.0,0.0,,0.025536166459393602,9.374135826356152,,-18.06206896551724,-10.456987295825705
68,EX_co2_e,0.0,0.0,,0.03064339975127281,9.374135826356254,,-18.06206896551724,-9.98166969146999
69,EX_co2_e,0.0,0.0,,0.03575063304315147,9.374135826356218,,-18.06206896551724,-9.506352087114276
70,EX_co2_e,0.0,,,0.04085786633503068,9.374135826356332,,-18.06206896551724,-9.031034482758564
71,EX_co2_e,0.0,1.0411503379423884e-12,,0.045965099626909214,9.374135826356262,,-18.06206896551724,-8.55571687840285
72,EX_co2_e,0.0,0.0,,0.051072332918788814,9.374135826356424,,-18.06206896551724,-8.080399274047135
73,EX_co2_e,0.0,0.0,,0.05617956621066708,9.374135826356286,,-18.06206896551724,-7.605081669691422
74,EX_co2_e,0.0,0.0,,0.06128679950254642,9.374135826356364,,-18.06206896551724,-7.129764065335708
75,EX_co2_e,0.0,0.0,,0.06639403279442549,9.374135826356408,,-18.06206896551724,-6.654446460979994
76,EX_co2_e,0.0,0.0,,0.07150126608630368,9.3741358263563,,-18.06206896551724,-6.17912885662428
77,EX_co2_e,0.0,0.0,,0.07660849937818276,9.374135826356323,,-18.06206896551724,-5.703811252268567
78,EX_co2_e,0.0,0.0,,0.08171573267006203,9.374135826356378,,-18.06206896551724,-5.2284936479128525
79,EX_co2_e,0.0,0.0,,0.08682296596194139,9.374135826356449,,-18.06206896551724,-4.753176043557138
80,EX_co2_e,0.0,0.0,,0.08626529221949443,8.869991595269815,,-18.06206896551724,-4.277858439201426
81,EX_co2_e,0.0,0.0,,0.0462879742160097,4.811419380490845,,-18.06206896551724,-3.8025408348457113
82,EX_co2_e,,,,,,,-18.06206896551724,-3.327223230489997
83,EX_co2_e,,,,,,,-18.06206896551724,-2.8519056261342826
84,EX_co2_e,,,,,,,-18.06206896551724,-2.37658802177857
85,EX_co2_e,,,,,,,-18.06206896551724,-1.9012704174228556
86,EX_co2_e,,,,,,,-18.06206896551724,-1.4259528130671413
87,EX_co2_e,,,,,,,-18.06206896551724,-0.9506352087114287
88,EX_co2_e,,,,,,,-18.06206896551724,-0.47531760435571435
