,H2_uptake,ATPM_flux,GAM_value,Mean_Difference,R2_Score
0,8.7,17.400000000000002,10,0.02136218045399296,-4.505830513974101
1,8.7,17.400000000000002,20,0.020016529504905334,-3.9245329961715942
2,8.7,17.400000000000002,30,0.018742761636122988,-3.4090431085052826
3,8.7,17.400000000000002,40,0.01753526682448873,-2.951583100390849
4,8.7,17.400000000000002,50,0.016389004014846515,-2.545425185375189
5,8.7,17.400000000000002,60,0.01529943077283228,-2.1847302339795767
6,8.7,17.400000000000002,70,0.014262443123090019,-1.8644142711212695
7,8.7,17.400000000000002,80,0.013274323892919665,-1.5800374754855095
8,8.7,17.400000000000002,90,0.012331698190790105,-1.3277114836998258
9,8.7,17.400000000000002,100,0.011431494895840633,-1.1040216582195734
10,8.7,17.400000000000002,110,0.010580648850243533,-0.9059616448894889
11,8.7,17.400000000000002,120,0.00991059396371151,-0.7308780689589145
12,8.7,17.400000000000002,130,0.00937796931241794,-0.5764236304152226
13,8.7,17.400000000000002,140,0.008867335773737477,-0.4405171860714885
14,8.799999999999999,17.599999999999994,10,0.020797846229013393,-4.2671468579124205
15,8.799999999999999,17.599999999999994,20,0.019467681952822467,-3.7071324576269067
16,8.799999999999999,17.599999999999994,30,0.018208573477208778,-3.2110227662840503
17,8.799999999999999,17.599999999999994,40,0.017014975343004054,-2.771246770825292
18,8.799999999999999,17.599999999999994,50,0.01588190451096839,-2.381256699430261
19,8.799999999999999,17.599999999999994,60,0.014804870824184744,-2.0353707124026785
20,8.799999999999999,17.599999999999994,70,0.013779817538654935,-1.7286427207054187
21,8.799999999999999,17.599999999999994,80,0.012803070261449664,-1.4567541569637963
22,8.799999999999999,17.599999999999994,90,0.01187129294160133,-1.215923602918196
23,8.799999999999999,17.599999999999994,100,0.010981449802813136,-1.0028310129500015
24,8.799999999999999,17.599999999999994,110,0.010199193377797839,-0.8145539244079725
25,8.799999999999999,17.599999999999994,120,0.009594774208597787,-0.6485135557549446
26,8.799999999999999,17.599999999999994,130,0.009068806804634323,-0.502429095733113
27,8.799999999999999,17.599999999999994,140,0.008599668220198637,-0.3742788054747004
