,H2_uptake,ATPM_flux,GAM_value,Mean_Difference,R2_Score
0,8.7,13.05,10,0.003063894794938602,0.8237759691918931
1,8.7,13.05,20,0.0027333364104397163,0.858488359734791
2,8.7,13.05,30,0.002750700978296862,0.8726431815372784
3,8.7,13.05,40,0.002901715434365259,0.8692523402040143
4,8.7,13.05,50,0.0031129389768995213,0.8508844999671276
5,8.7,13.05,60,0.0035719411244196737,0.8197363408231094
6,8.7,13.05,70,0.004008893163588692,0.777691195245316
7,8.7,13.05,80,0.004425346729961296,0.726367513628271
8,8.7,13.05,90,0.00482271121370301,0.6671590910391136
9,8.7,13.05,100,0.005202269694725078,0.6012685887452398
10,8.7,13.05,110,0.0055651927825803435,0.5297355737700258
11,8.7,13.05,120,0.005912550675653633,0.4534600571891415
12,8.7,13.05,130,0.006245323701324061,0.3732223212218472
13,8.7,13.05,140,0.006613962581869732,0.28969967449399536
14,8.799999999999999,13.200000000000001,10,0.002853413637448089,0.8463721819106477
15,8.799999999999999,13.200000000000001,20,0.0025914417196375925,0.8721050000514682
16,8.799999999999999,13.200000000000001,30,0.0027507009782968056,0.8781901027196335
17,8.799999999999999,13.200000000000001,40,0.0029017154343651107,0.867536015166547
18,8.799999999999999,13.200000000000001,50,0.0033021769227219765,0.8426216747369254
19,8.799999999999999,13.200000000000001,60,0.0037565217816536416,0.8055656214611053
20,8.799999999999999,13.200000000000001,70,0.004189040264777776,0.7581829204024252
21,8.799999999999999,13.200000000000001,80,0.004601268263900292,0.7020321983758218
22,8.799999999999999,13.200000000000001,90,0.004994600868737636,0.6384546748331685
23,8.799999999999999,13.200000000000001,100,0.005370308140365928,0.5686066782835857
24,8.799999999999999,13.200000000000001,110,0.005729548810688598,0.49348683773828517
25,8.799999999999999,13.200000000000001,120,0.006073382219268147,0.4139589026763536
26,8.799999999999999,13.200000000000001,130,0.006402778746542114,0.3307709595418413
27,8.799999999999999,13.200000000000001,140,0.006922397390082856,0.2445716662094748
28,8.899999999999999,13.350000000000003,10,0.0026429324799574763,0.8651375254542687
29,8.899999999999999,13.350000000000003,20,0.0025914417196376627,0.8820970670643357
30,8.899999999999999,13.350000000000003,30,0.002750700978296795,0.8803025204784263
31,8.899999999999999,13.350000000000003,40,0.003018447111692104,0.8625606886821305
32,8.899999999999999,13.350000000000003,50,0.0034914148685444395,0.8312622337129254
33,8.899999999999999,13.350000000000003,60,0.003941102438887538,0.7884488308193838
34,8.899999999999999,13.350000000000003,70,0.0043691873659668515,0.7358684015549655
35,8.899999999999999,13.350000000000003,80,0.004777189797839267,0.6750207428081485
36,8.899999999999999,13.350000000000003,90,0.005166490523772337,0.6071953795235174
37,8.899999999999999,13.350000000000003,100,0.005538346586006822,0.5335030909722047
38,8.899999999999999,13.350000000000003,110,0.005893904838796755,0.45490226677420786
39,8.899999999999999,13.350000000000003,120,0.006234213762882611,0.37222101933833895
40,8.899999999999999,13.350000000000003,130,0.006708193681957496,0.2861757989990602
41,8.899999999999999,13.350000000000003,140,0.007230832198296002,0.1973871156035123
42,8.999999999999998,13.500000000000004,10,0.0024324513224669424,0.8800719998227412
43,8.999999999999998,13.500000000000004,20,0.0025914417196376445,0.8884645607734195
44,8.999999999999998,13.500000000000004,30,0.0027507009782967873,0.8789804348136573
45,8.999999999999998,13.500000000000004,40,0.003212583452493558,0.8543263607508166
46,8.999999999999998,13.500000000000004,50,0.003680652814366898,0.8168061768951081
47,8.999999999999998,13.500000000000004,60,0.004125683096121481,0.7683859688979331
48,8.999999999999998,13.500000000000004,70,0.004549334467155925,0.710747638702937
49,8.999999999999998,13.500000000000004,80,0.004953111331778373,0.6453331469252237
50,8.999999999999998,13.500000000000004,90,0.0053383801788070995,0.5733812051101774
51,8.999999999999998,13.500000000000004,100,0.0057063850316476095,0.49595782681112144
52,8.999999999999998,13.500000000000004,110,0.006058260866904997,0.41398186087777056
53,8.999999999999998,13.500000000000004,120,0.006484803117023801,0.32824640717510967
54,8.999999999999998,13.500000000000004,130,0.007023103772393716,0.23943683959358475
55,8.999999999999998,13.500000000000004,140,0.007539267006509111,0.14814602267611732
56,9.099999999999998,13.649999999999997,10,0.002423243508150076,0.8911756050160611
57,9.099999999999998,13.649999999999997,20,0.002591441719637531,0.891207481178712
58,9.099999999999998,13.649999999999997,30,0.002918933443231372,0.8742238457253184
59,9.099999999999998,13.649999999999997,40,0.0034067197932949288,0.8428330313725692
60,9.099999999999998,13.649999999999997,50,0.003869890760189158,0.7992535042834991
61,9.099999999999998,13.649999999999997,60,0.004310263753355302,0.7453770356967699
62,9.099999999999998,13.649999999999997,70,0.004729481568345004,0.6828206318463383
63,9.099999999999998,13.649999999999997,80,0.005129032865717304,0.6129694107270958
64,9.099999999999998,13.649999999999997,90,0.005510269833841796,0.5370121515931505
65,9.099999999999998,13.649999999999997,100,0.0058744234772885005,0.45597088580031175
66,9.099999999999998,13.649999999999997,110,0.006251621729164847,0.3707256200489908
67,9.099999999999998,13.649999999999997,120,0.006806466204252712,0.2820350661866622
68,9.099999999999998,13.649999999999997,130,0.007338013862830138,0.19055408132530538
69,9.099999999999998,13.649999999999997,140,0.007847701814722212,0.09684838742728352
70,9.199999999999998,13.8,10,0.002423243508150148,0.8984483410342448
71,9.199999999999998,13.8,20,0.0026092512843317837,0.890325828280203
72,9.199999999999998,13.8,30,0.00311822850592756,0.8660327532134353
73,9.199999999999998,13.8,40,0.0036008561340962805,0.8280807005474125
74,9.199999999999998,13.8,50,0.004059128706011647,0.7786042158780654
75,9.199999999999998,13.8,60,0.004494844410589231,0.7194220312158744
76,9.199999999999998,13.8,70,0.004909628669534076,0.6520873809851713
77,9.199999999999998,13.8,80,0.00530495439965622,0.5779295342137444
78,9.199999999999998,13.8,90,0.005682159488876472,0.4980882189724509
79,9.199999999999998,13.8,100,0.006042461922929386,0.4135422679397902
80,9.199999999999998,13.8,110,0.0065803337853812035,0.32513354428786445
81,9.199999999999998,13.8,120,0.007128129291481643,0.23358699637299085
82,9.199999999999998,13.8,130,0.00765292395326637,0.13952752419435333
83,9.199999999999998,13.8,140,0.008156136622935267,0.04349420985702146
84,9.299999999999997,13.949999999999996,10,0.002423243508150154,0.9018902078772798
85,9.299999999999997,13.949999999999996,20,0.002813986715096181,0.8858196020779094
86,9.299999999999997,13.949999999999996,30,0.003317523568623931,0.8544071572779715
87,9.299999999999997,13.949999999999996,40,0.003794992474897672,0.8100693682753385
88,9.299999999999997,13.949999999999996,50,0.00424836665183399,0.7548583116788232
89,9.299999999999997,13.949999999999996,60,0.0046794250678231465,0.6905209554552538
90,9.299999999999997,13.949999999999996,70,0.005089775770723161,0.6185478861194347
91,9.299999999999997,13.949999999999996,80,0.0054808759335952095,0.5402135173851494
92,9.299999999999997,13.949999999999996,90,0.005854049143911217,0.45660940724804755
93,9.299999999999997,13.949999999999996,100,0.006344068315796321,0.3686719732295516
94,9.299999999999997,13.949999999999996,110,0.006909045841597621,0.27720563359438766
95,9.299999999999997,13.949999999999996,120,0.0074497923787105735,0.18290219773410554
96,9.299999999999997,13.949999999999996,130,0.00796783404370275,0.08635716820060957
97,9.299999999999997,13.949999999999996,140,0.008464571431148388,-0.011916510034688965
98,9.399999999999997,14.099999999999996,10,0.002492668347119388,0.9015012055451671
99,9.399999999999997,14.099999999999996,20,0.003018722145860354,0.8776888025718415
100,9.399999999999997,14.099999999999996,30,0.003516818631320218,0.8393470579189583
101,9.399999999999997,14.099999999999996,40,0.003989128815699008,0.7887990345563387
102,9.399999999999997,14.099999999999996,50,0.004437604597656385,0.7280157916857737
103,9.399999999999997,14.099999999999996,60,0.004864005725057036,0.658673808414915
104,9.399999999999997,14.099999999999996,70,0.0052699228719122505,0.582202147249126
105,9.399999999999997,14.099999999999996,80,0.005656797467534185,0.4998213602413144
106,9.399999999999997,14.099999999999996,90,0.006096973088861103,0.4125757164199684
107,9.399999999999997,14.099999999999996,100,0.006680145207078097,0.3213600016695898
108,9.399999999999997,14.099999999999996,110,0.0072377578978140835,0.22694188796855175
109,9.399999999999997,14.099999999999996,120,0.007771455465939548,0.1299806702699875
110,9.399999999999997,14.099999999999996,130,0.008282744134138919,0.031043013344192127
111,9.399999999999997,14.099999999999996,140,0.008773006239361506,-0.06938377224784653
112,9.499999999999996,14.25,10,0.0027031495046098628,0.8972813340379177
113,9.499999999999996,14.25,20,0.0032234575766246975,0.8659334297619776
114,9.499999999999996,14.25,30,0.0037161136940164954,0.8208524551363804
115,9.499999999999996,14.25,40,0.004183265156500563,0.7642696993904062
116,9.499999999999996,14.25,50,0.004626842543478679,0.6980766558989275
117,9.499999999999996,14.25,60,0.005048586382290985,0.623880590094844
118,9.499999999999996,14.25,70,0.005450069973101306,0.5430501643742544
119,9.499999999999996,14.25,80,0.00583828602956703,0.45675306278229166
120,9.499999999999996,14.25,90,0.006440752398930518,0.36598714648820097
121,9.499999999999996,14.25,100,0.007016222098359889,0.2716063532599121
122,9.499999999999996,14.25,110,0.007566469954030394,0.17434230741038725
123,9.499999999999996,14.25,120,0.008093118553168435,0.07482241398067024
124,9.499999999999996,14.25,130,0.00859765422457522,-0.026414940375013796
125,9.499999999999996,14.25,140,0.009081441047574648,-0.12890757678244302
126,9.599999999999996,14.400000000000002,10,0.002913630662100493,0.8892305933555147
127,9.599999999999996,14.400000000000002,20,0.003428193007388871,0.8505534836483313
128,9.599999999999996,14.400000000000002,30,0.003915408756712829,0.7989233489302373
129,9.599999999999996,14.400000000000002,40,0.004377401497301937,0.7364813627775706
130,9.599999999999996,14.400000000000002,50,0.004816080489301007,0.6650409043182669
131,9.599999999999996,14.400000000000002,60,0.005233167039524844,0.5861413004950596
132,9.599999999999996,14.400000000000002,70,0.005630217074290387,0.501091937494809
133,9.599999999999996,14.400000000000002,80,0.0061901290974449436,0.41100862500801394
134,9.599999999999996,14.400000000000002,90,0.00678453170899994,0.31684369745273977
135,9.599999999999996,14.400000000000002,100,0.007352298989641599,0.21941102800053525
136,9.599999999999996,14.400000000000002,110,0.0078951820102469,0.11940689191983878
137,9.599999999999996,14.400000000000002,120,0.008414781640397382,0.01742742886611237
138,9.599999999999996,14.400000000000002,130,0.008912564315011666,-0.08601669295697856
139,9.599999999999996,14.400000000000002,140,0.009389875855787808,-0.19048792363848288
140,9.699999999999996,14.549999999999997,10,0.003124111819590899,0.8773489834979761
141,9.699999999999996,14.549999999999997,20,0.0036329284381534967,0.8315489642308662
142,9.699999999999996,14.549999999999997,30,0.004114703819409133,0.7735597393005298
143,9.699999999999996,14.549999999999997,40,0.004571537838103292,0.705434024717809
144,9.699999999999996,14.549999999999997,50,0.0050053184351234415,0.628908536943767
145,9.699999999999996,14.549999999999997,60,0.00541774769675881,0.5454559396155363
146,9.699999999999996,14.549999999999997,70,0.0059274660462895435,0.45632746661079526
147,9.699999999999996,14.549999999999997,80,0.00654197216532317,0.36258804691849544
148,9.699999999999996,14.549999999999997,90,0.0071283110190693425,0.26514536931358657
149,9.699999999999996,14.549999999999997,100,0.007688375880923287,0.16477402589143542
150,9.699999999999996,14.549999999999997,110,0.008223894066463283,0.06213564149696005
151,9.699999999999996,14.549999999999997,120,0.008736444727626299,-0.04220428507365681
152,9.699999999999996,14.549999999999997,130,0.009227474405447848,-0.14776224440162178
153,9.699999999999996,14.549999999999997,140,0.009698310664000911,-0.25412481281594923
154,9.799999999999995,14.699999999999996,10,0.003334592977081505,0.8616365044652821
155,9.799999999999995,14.699999999999996,20,0.003837663868917586,0.8089198715096526
156,9.799999999999995,14.699999999999996,30,0.004313998882105323,0.7447616262472838
157,9.799999999999995,14.699999999999996,40,0.004765674178904673,0.6711276852111385
158,9.799999999999995,14.699999999999996,50,0.005194556380945903,0.5896795537754695
159,9.799999999999995,14.699999999999996,60,0.00565187432350489,0.5018245074562959
160,9.799999999999995,14.699999999999996,70,0.006287760248667688,0.40875675172221404
161,9.799999999999995,14.699999999999996,80,0.006893815233201077,0.3114913285137646
162,9.799999999999995,14.699999999999996,90,0.007472090329138724,0.21089216207076322
163,9.799999999999995,14.699999999999996,100,0.008024452772205003,0.10769534693261884
164,9.799999999999995,14.699999999999996,110,0.008552606122679631,0.0025285561417474067
165,9.799999999999995,14.699999999999996,120,0.00905810781485528,-0.10407272783865817
166,9.799999999999995,14.699999999999996,130,0.009542384495884331,-0.21165159470908446
167,9.799999999999995,14.699999999999996,140,0.010006745472214055,-0.3198182443148634
168,9.899999999999995,14.849999999999998,10,0.0035450741345720883,0.8420931562574436
169,9.899999999999995,14.849999999999998,20,0.004042399299682047,0.7826662054846203
170,9.899999999999995,14.849999999999998,30,0.004513293944801661,0.7125290097704566
171,9.899999999999995,14.849999999999998,40,0.004959810519706253,0.6335623442575293
172,9.899999999999995,14.849999999999998,50,0.005383794326768221,0.5473539548133828
173,9.899999999999995,14.849999999999998,60,0.006021035637972666,0.45524700401734486
174,9.899999999999995,14.849999999999998,70,0.006648054451045856,0.35837979282905796
175,9.899999999999995,14.849999999999998,80,0.007245658301078655,0.25771846979383406
176,9.899999999999995,14.849999999999998,90,0.007815869639208491,0.15408407572418104
177,9.899999999999995,14.849999999999998,100,0.008360529663486781,0.04817499112407819
178,9.899999999999995,14.849999999999998,110,0.008881318178896064,-0.059414364145839116
179,9.899999999999995,14.849999999999998,120,0.009379770902084179,-0.16817789942886652
180,9.899999999999995,14.849999999999998,130,0.009857294586320526,-0.2776847438792116
181,9.899999999999995,14.849999999999998,140,0.010315180280427176,-0.3875682181352138
182,9.999999999999995,14.999999999999993,10,0.0037555552920626317,0.8187189388744649
183,9.999999999999995,14.999999999999993,20,0.004247134730446323,0.7527879661558097
184,9.999999999999995,14.999999999999993,30,0.004712589007498043,0.6768618898700571
185,9.999999999999995,14.999999999999993,40,0.0051539468605075675,0.592738001857001
186,9.999999999999995,14.999999999999993,50,0.005740851182629926,0.5019317400574597
187,9.999999999999995,14.999999999999993,60,0.006390196952440556,0.405723429298644
188,9.999999999999995,14.999999999999993,70,0.007008348653423972,0.30519658993134235
189,9.999999999999995,14.999999999999993,80,0.007597501368956515,0.20126947075865942
190,9.999999999999995,14.999999999999993,90,0.008159648949277894,0.09472111027396335
191,9.999999999999995,14.999999999999993,100,0.008696606554768494,-0.013787041534166988
192,9.999999999999995,14.999999999999993,110,0.009210030235112424,-0.12369311936574845
193,9.999999999999995,14.999999999999993,120,0.009701433989313075,-0.23451979984429072
194,9.999999999999995,14.999999999999993,130,0.010172204676756821,-0.3458616919120876
195,9.999999999999995,14.999999999999993,140,0.010623615088640265,-0.45737473427699693
196,10.099999999999994,15.14999999999999,10,0.003966036449553165,0.791513852316342
197,10.099999999999994,15.14999999999999,20,0.004451870161210827,0.7192851535231948
198,10.099999999999994,15.14999999999999,30,0.004911884070194165,0.6377602665461323
199,10.099999999999994,15.14999999999999,40,0.005446161664644501,0.5486546580095655
200,10.099999999999994,15.14999999999999,50,0.0061193270742743505,0.45341290950778124
201,10.099999999999994,15.14999999999999,60,0.006759358266908384,0.3532537833002314
202,10.099999999999994,15.14999999999999,70,0.007368642855802127,0.24920714302905067
203,10.099999999999994,15.14999999999999,80,0.007949344436834448,0.142144331408239
204,10.099999999999994,15.14999999999999,90,0.008503428259347273,0.032803265720073194
205,10.099999999999994,15.14999999999999,100,0.00903268344605025,-0.07819075104213624
206,10.099999999999994,15.14999999999999,110,0.009538742291328856,-0.19030770951803322
207,10.099999999999994,15.14999999999999,120,0.010023097076542043,-0.3030984290849539
208,10.099999999999994,15.14999999999999,130,0.010487114767193106,-0.4161824388077222
