id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd12489_c0	cis-3-Decenoyl-[acyl-carrier protein] [c0]	C21H37N2O8PRS	-2				C04180	cpd12489
cpd19503_c0	Molybdoenzyme molybdenum cofactor [c0]	C10H10MoN5O8PS2	-2	HDAJUGGARUFROU-JSUDGWJLSA-J	N=c1nc([O-])c2c([nH]1)NC1OC(COP(=O)([O-])[O-])C([S-])=C(S)C1N2.[Mo+2].[O].[O]		C18237	cpd19503
cpd21288_c0	Mast cell degranulating peptide [c0]	C19H22MoN8O15P2S2	-2	KGCKMLSJAXDKBP-RRNIHQQDSA-J	N=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC4Nc5[nH]c(=N)nc([O-])c5NC4C(S)=C3S)C(O)C2O)c([O-])n1.[Mo+2].[O].[O]		C20049	cpd21288
cpd36635_c0	Malonyl-acp-methyl-ester [c0]	C18H30N3O11PR2S	0					cpd36635
cpd22028_c0	3-Ketopimeloyl-ACP-methyl-esters [c0]	C22H36N3O12PR2S	0					cpd22028
cpd22065_c0	3-hydroxypimeloyl-ACP-methyl-esters [c0]	C22H38N3O12PR2S	0					cpd22065
cpd21480_c0	2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate [c0]	C7H7NO6PS	-3	XWECMAHAKFWYNV-UHFFFAOYSA-K	Cc1nc(C(=O)[O-])sc1CCOP(=O)([O-])[O-]	-302.49	C20247	cpd21480
cpd27090_c0	Formyl-methanofurans [c0]	C25H30N4O9R	-1	RGBIJPWAWLXPOC-XUJYPJAKSA-I	O=C([O-])CCC(C(=O)O)C(CCC([O-])=NC(CCC([O-])=NC(CCC([O-])=NCCc1ccc(OCc2coc(CN=C[O-])c2)cc1)C(=O)O)C(=O)O)C(=O)O	-494.35		cpd27090
cpd27506_c0	Methanofurans [c0]	C24H31N4O8R	0	CKRUWFDORAQSRC-QYOOZWMWSA-J	NCc1cc(COc2ccc(CCN=C([O-])CCC(N=C([O-])CCC(N=C([O-])CCC(C(=O)O)C(CCC(=O)[O-])C(=O)O)C(=O)O)C(=O)O)cc2)co1	-466.4		cpd27506
cpd19047_c0	(S)-2-Acetolactate [c0]	C5H7O4	-1	NMDWGEGFJUBKLB-YFKPBYRVSA-M	CC(=O)C(C)(O)C(=O)[O-]	-153.18		cpd19047
cpd00635_c0	Cbl [c0]	C62H91CoN13O14P	2	QDYKIIMTNDYRAM-DSRCUDDDSA-L	CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)OP(=O)(O)OC1C(CO)OC([n+]6c[nH]c7cc(C)c(C)cc76)C1O)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)[O-])C(C)(CC(=N)O)C3CCC(=N)[O-])C(C)(C)C2CCC(=N)[O-].[Co+4]		C00853	cpd00635
cpd19019_c0	L-Cystathionine [c0]	C7H14N2O4S	0	ILRYLPWNYFXEMH-WHFBIAKZSA-N	NC(CCSCC(N)C(=O)O)C(=O)O	-154.91		cpd19019
cpd11209_c0	N-Acetyl-L-citrulline [c0]	C8H14N3O4	-1	WMQMIOYQXNRROC-LURJTMIESA-M	CC([O-])=NC(CCCNC(=N)O)C(=O)O	-153.47	C15532	cpd11209
cpd25679_c0	(2R,3S)-beta-methylmalyl-CoA [c0]	C26H37N7O20P3S	-5	OTENCPQKSBPYCM-GQCNFOOOSA-I	CC(C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)[O-]	-900.27		cpd25679
cpd25960_c0	MePn [c0]	CH4O3P	-1	YACKEPLHDIMKIO-UHFFFAOYSA-M	CP(=O)([O-])O	-208.65		cpd25960
cpd26518_c0	RPnTP [c0]	C6H12O16P4	-4	UXNHAIRVTPGNPL-KVTDHHQDSA-J	CP(=O)([O-])OC1OC(COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])C(O)C1O	-980.27		cpd26518
cpd19001_c0	alpha-D-Glucose [c0]	C6H12O6	0	WQZGKKKJIJFFOK-DVKNGEFBSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28		cpd19001
cpd19006_c0	alpha-D-Glucose 6-phosphate [c0]	C6H11O9P	-2	NBSCHQHZLSJFNQ-DVKNGEFBSA-L	O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O	-430.78		cpd19006
cpd11313_c0	hemeO [c0]	C49H56FeN4O5	-2	FISPASSVCDRERW-KVGORYHISA-J	C=Cc1c(C)c2cc3[n-]c(cc4[n-]c(cc5nc(cc1n2)c(C)c5CCC(=O)[O-])c(CCC(=O)[O-])c4C)c(C)c3C(O)CCC=C(C)CCC=C(C)CCC=C(C)C.[Fe+2]		C15672	cpd11313
cpd11312_c0	hemeA [c0]	C49H54FeN4O6	-2	ZGGYGTCPXNDTRV-ONCSLILDSA-J	C=CC1=C(C)C2=CC3=NC(=CC4=NC(=C(CCC(=O)[O-])C4=C[O-])C=c4[n-]c(c(C)c4CCC(=O)[O-])=CC1=N2)C(C)=C3C(O)CCC=C(C)CCC=C(C)CCC=C(C)C.[Fe+2]		C15670	cpd11312
cpd00209_c0	Nitrate [c0]	NO3	-1	NHNBFGGVMKEFGY-UHFFFAOYSA-N	O=[N+]([O-])[O-]	-26.61	C00244	cpd00209
cpd18076_c0	Cytochrome-bd-red [c0]	C42H42FeN8O8R4S2	-2					cpd18076
cpd18075_c0	Cytochrome-bd-ox [c0]	C42H42FeN8O8R4S2	0					cpd18075
cpd18082_c0	Cytochrome-cbb-red [c0]	C42H42FeN8O8R4S2	-2					cpd18082
cpd18081_c0	Cytochrome-cbb-ox [c0]	C42H42FeN8O8R4S2	0					cpd18081
cpd02233_e0	Ciliatine [e0]	C2H8NO3P	0	QQVDJLLNRSOCEL-UHFFFAOYSA-N	NCCP(=O)(O)O	-208.01	C03557	cpd02233
cpd02233_c0	Ciliatine [c0]	C2H8NO3P	0	QQVDJLLNRSOCEL-UHFFFAOYSA-N	NCCP(=O)(O)O	-208.01	C03557	cpd02233
cpd00166_e0	Calomide [e0]	C72H102CoN18O17P	2	IHEDCYSDKCCEPU-YGHJOQEPSA-L	CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)OP(=O)(O)OC1C(CO)OC([n+]6c[nH]c7cc(C)c(C)cc76)C1O)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)[O-])C(C)(CC(=N)O)C3CCC(=N)[O-])C(C)(C)C2CCC(=N)[O-].[CH2]C1OC(n2cnc3c(N)ncnc32)C(O)C1O.[Co+5]		C00194	cpd00166
cpd00731_e0	Ala-Ala [e0]	C6H12N2O3	0	DEFJQIDDEAULHB-QWWZWVQMSA-N	CC(N)C(O)=NC(C)C(=O)O	-118.69	C00993	cpd00731
cpd00635_e0	Cbl [e0]	C62H91CoN13O14P	2	QDYKIIMTNDYRAM-DSRCUDDDSA-L	CC1=C2N=C(C=C3N=C(C(C)=C4NC(C)(C5N=C1C(C)(CCC(O)=NCC(C)OP(=O)(O)OC1C(CO)OC([n+]6c[nH]c7cc(C)c(C)cc76)C1O)C5CC(=N)O)C(C)(CC(=N)O)C4CCC(=N)[O-])C(C)(CC(=N)O)C3CCC(=N)[O-])C(C)(C)C2CCC(=N)[O-].[Co+4]		C00853	cpd00635
cpd28260_c0	Thiocarboxylated-MPT-synthases [c0]	C4H7N2O2RS	0					cpd28260
cpd03520_c0	Molybdopterin [c0]	C10H11N5O6PS2	-3	HPEUEJRPDGMIMY-IFQPEPLCSA-K	N=c1nc([O-])c2c([nH]1)NC1OC(COP(=O)([O-])[O-])C(S)=C(S)C1N2	-219.684	C05924	cpd03520
cpd27484_c0	MPT-Synthases [c0]	R	0					cpd27484
cpd26672_c0	Carboxyadenylated-MPT-synthases [c0]	C14H19N7O9PR	0					cpd26672
cpd27021_c0	Enoylpimeloyl-ACP-methyl-esters [c0]	C22H36N3O11PR2S	0					cpd27021
cpd21488_c0	(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate [c0]	C7H7NO5	-2	DVTPRYHENFBCII-IMJSIDKUSA-L	O=C([O-])C1=NC(C(=O)[O-])CC(O)C1	-178.81	C20258	cpd21488
cpd21118_c0	D-glycero-alpha-D-manno-Heptose 7-phosphate [c0]	C7H13O10P	-2	SDADNVAZGVDAIM-QQABCQGCSA-L	O=P([O-])([O-])OCC(O)C1OC(O)C(O)C(O)C1O	-467.2	C19878	cpd21118
cpd21090_c0	Adenylated molybdopterin [c0]	C20H23N10O12P2S2	-3	XJXFAXLUOKQPAQ-YPRLVJTJSA-K	N=c1nc([O-])c2c([nH]1)NC1OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(S)=C(S)C1N2	-411.534	C19848	cpd21090
cpd15807_c0	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate [c0]	C9H16N5O8P	-2	ACIVVGBVOVHFPQ-IWGUZYHVSA-L	N=c1nc([O-])c(N)c(NCC(O)C(O)C(O)COP(=O)([O-])O)[nH]1	-345.94	C18910	cpd15807
cpd21087_c0	Pimelyl-[acyl-carrier protein] [c0]	C7H11O3RS	0				C19845	cpd21087
cpd27020_c0	Enoylglutaryl-ACP-methyl-esters [c0]	C20H32N3O11PR2S	0					cpd27020
cpd01270_c0	FMNH2 [c0]	C17H21N4O9P	-2	YTNIXZGTHTVJBW-SCRDCRAPSA-L	Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)O)c1nc([O-])nc([O-])c1N2	-346.33	C01847	cpd01270
cpd17040_c0	DMAP [c0]	C5H9O4P	-2	MQCJHQBRIPSIKA-UHFFFAOYSA-L	CC(C)=CCOP(=O)([O-])[O-]	-231.18		cpd17040
cpd32452_c0	3,3,4,5-tetramethyl-7-[(2S,3S,4R)-2,3,4-trihydroxy-5-(phosphonatooxy)pentyl]-2,3-dihydro-1H,7H-naphtho[1,8-fg]pteridine-9,11(8H,10H)-dione [c0]	C22H29N4O9P	-2					cpd32452
cpd01046_c0	Allysine [c0]	C6H11NO3	0	GFXYTQPNNXGICT-YFKPBYRVSA-N	NC(CCCC=O)C(=O)O	-109.81		cpd01046
cpd24376_c0	5-formyl-H4SPT [c0]	C36H48N7O20P	-4	ZACHBVVMSPINJQ-YULGSYJESA-J	CC(Nc1ccc(CC(O)C(O)C(O)COC2OC(COP(=O)(O)OC(CCC(=O)[O-])C([O-])=NC(CCC(=O)[O-])C(=O)O)C(O)C2O)cc1)C1C(C)Nc2[nH]c(=N)nc([O-])c2N1C=O	-680		cpd24376
cpd15884_c0	tetrahydrosarcinapterin [c0]	C35H48N7O19P	-4	DOMRFGVDYQUXCH-HXBMNFMZSA-J	CC(Nc1ccc(CC(O)C(O)C(O)COC2OC(COP(=O)(O)OC(CCC(=O)[O-])C([O-])=NC(CCC(=O)[O-])C(=O)O)C(O)C2O)cc1)C1Nc2c([O-])nc(=N)[nH]c2NC1C	-651.22	C18802	cpd15884
cpd01029_c0	Base Q [c0]	C12H16N5O3	1	LAIOPTKSQBPSHG-ACLDMZEESA-O	[NH2+]=C1N=C(O)C2=C(CNC3C=CC(O)C3O)C=NC2=N1	-6.41	C01449	cpd01029
cpd14718_c0	7-Cyano-7-deazaguanine [c0]	C7H5N5O	0	FMKSMYDYKXQYRV-UHFFFAOYSA-N	N#Cc1c[nH]c2[nH]c(=N)nc(O)c12	45.43	C15996	cpd14718
cpd03447_c0	2-Octaprenyl-6-methoxy-1,4-benzoquinone [c0]	C47H70O3	0	AFTBILPWMUSGIN-MYCGWMCTSA-N	COC1=CC(=O)C=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O	166.52	C05813	cpd03447
cpd00945_c0	2-Dehydro-3-deoxy-D-galactonate 6-phosphate [c0]	C6H8O9P	-3	OVPRPPOVAXRCED-NQXXGFSBSA-K	O=C([O-])C(=O)CC(O)C(O)COP(=O)([O-])[O-]	-432.64	C01286	cpd00945
cpd00099_e0	Cl- [e0]	Cl	-1	VEXZGXHMUGYJMC-UHFFFAOYSA-M	[Cl-]		C00698	cpd00099
cpd00099_c0	Cl- [c0]	Cl	-1	VEXZGXHMUGYJMC-UHFFFAOYSA-M	[Cl-]		C00698	cpd00099
cpd03589_c0	Mesaconyl-CoA [c0]	C26H36N7O19P3S	-4	LVBVWNJPMXCQJE-CBBDEUQJSA-I	CC(=CC(=O)[O-])C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-843.53	C06028	cpd03589
cpd00074_c0	S [c0]	S	0	NINIDFKCEFEMDL-UHFFFAOYSA-N	[S]	-6.66	C00087	cpd00074
cpd27735_c0	Ox-Thioredoxin [c0]	C10H13N4O4R4S2	1					cpd27735
cpd28060_c0	Red-Thioredoxin [c0]	C10H13N4O4R4S2	-1					cpd28060
cpd27758_c0	Oxidized-flavodoxins [c0]	R	0					cpd27758
cpd28083_c0	Reduced-flavodoxins [c0]	R	0					cpd28083
cpd00489_c0	4-Hydroxyphenylacetate [c0]	C8H7O3	-1	XQXPVVBIMDBYFF-UHFFFAOYSA-M	O=C(O)Cc1ccc([O-])cc1	-89.36	C00642	cpd00489
cpd00854_c0	Homoprotocatechuate [c0]	C8H7O4	-1	CFFZDZCDUFSOFZ-UHFFFAOYSA-M	O=C(O)Cc1ccc([O-])c(O)c1	-128.84	C01161	cpd00854
cpd18042_c0	CDP-2,3-bis-O-(geranylgeranyl)-sn-glycerol [c0]	C52H83N3O13P2	-2	DCAZOLWWPLSROK-DXHGDTBASA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOCC(COP(=O)([O-])OP(=O)(O)OCC1OC(n2ccc(=N)nc2[O-])C(O)C1O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	-357.28	C18059	cpd18042
cpd22795_c0	archaetidylserine [c0]	C46H77NO8P	-1	UPNGZNGTSDAVMT-JAQDALRISA-M	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOCC(COP(=O)(O)OCC(N)C(=O)[O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	-140.55		cpd22795
cpd00149_e0	Co2+ [e0]	Co	2	XLJKHNWPARRRJB-UHFFFAOYSA-N	[Co+2]		C00175	cpd00149
cpd00531_c0	Hg2+ [c0]	Hg	2	BQPIGGFYSBELGY-UHFFFAOYSA-N	[Hg+2]		C00703	cpd00531
cpd00531_e0	Hg2+ [e0]	Hg	2	BQPIGGFYSBELGY-UHFFFAOYSA-N	[Hg+2]		C00703	cpd00531
cpd35556_c0	[L-4-(L-arginin-2-N-yl)aspartate]3 [c0]	C30H53N15O13	0					cpd35556
cpd32550_c0	cyanophycin primer-L-aspartate [c0]	C34H57N16O16	-1					cpd32550
cpd26760_c0	Cyanophycin [c0]	C40H69N20O16R2	1					cpd26760
cpd26761_c0	Cyanophycin-aspartate [c0]	C44H73N21O20R	-1					cpd26761
cpd26519_c0	PRPn [c0]	C6H11O10P2	-3	RITBIFGLPRFTSB-KVTDHHQDSA-K	CP(=O)([O-])OC1OC(COP(=O)([O-])[O-])C(O)C1O	-564.27		cpd26519
cpd01024_c0	Methane [c0]	CH4	0	VNWKTOKETHGBQD-UHFFFAOYSA-N	C	-8.2051	C01438	cpd01024
cpd26508_c0	5-phospho-alpha-D-ribosyl 1,2-cyclic phosphate [c0]	C5H7O10P2	-3	OXGUIUWFXGIWNM-TXICZTDVSA-K	O=P([O-])([O-])OCC1OC2OP(=O)([O-])OC2C1O	-542.2		cpd26508
cpd24817_c0	2-furaldehyde phosphate [c0]	C6H5O6P	-2	XUMMAWMKFFMZAH-UHFFFAOYSA-L	O=Cc1cc(COP(=O)([O-])[O-])co1	-282.56		cpd24817
cpd00374_c0	Tyramine [c0]	C8H12NO	1	DZGWFCGJZKJUFP-UHFFFAOYSA-O	[NH3+]CCc1ccc(O)cc1	-10.89	C00483	cpd00374
cpd31852_c0	gamma-glutamyltyramine [c0]	C13H18N2O4	0					cpd31852
cpd24818_c0	2-methylamine-furan phosphate [c0]	C6H9NO5P	-1	UAFNGMRXHNAKEN-UHFFFAOYSA-M	NCc1cc(COP(=O)([O-])O)co1	-255.24		cpd24818
cpd32612_c0	5-(aminomethyl)-3-furanmethanol diphosphate [c0]	C6H10NO8P2	-1					cpd32612
cpd24820_c0	4-[N-gamma-L-glutamyl-)-p-(beta-aminoethyl)phenoxy-methyl]-2-(aminomethyl)furan [c0]	C19H26N3O5	1	NYIWEBCNBZGUSO-KRWDZBQOSA-O	NC(CCC(O)=NCCc1ccc(OCc2coc(C[NH3+])c2)cc1)C(=O)O	-100.81		cpd24820
cpd27144_c0	Gcv-H [c0]	C6H14N2OR2	2					cpd27144
cpd27713_c0	Octanoylated-Gcv-H [c0]	C14H27N2O2R2	1					cpd27713
cpd03453_c0	Enterobactin [c0]	C30H27N3O15	0	SERBHKJMVBATSJ-BZSNNMDCSA-N	O=C1OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC1N=C(O)c1cccc(O)c1O		C05821	cpd03453
cpd03453_e0	Enterobactin [e0]	C30H27N3O15	0	SERBHKJMVBATSJ-BZSNNMDCSA-N	O=C1OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC1N=C(O)c1cccc(O)c1O		C05821	cpd03453
cpd19030_c0	(R)-2,3-Dihydroxy-3-methylbutanoate [c0]	C5H9O4	-1	JTEYKUFKXGDTEU-VKHMYHEASA-M	CC(C)(O)C(O)C(=O)[O-]	-161.2		cpd19030
cpd21481_c0	7-Carboxy-7-carbaguanine [c0]	C7H5N4O3	-1	XIUIRSLBMMTDSK-UHFFFAOYSA-M	N=c1nc([O-])c2c(C(=O)O)c[nH]c2[nH]1	-48.72	C20248	cpd21481
cpd21472_c0	6-Carboxy-5,6,7,8-tetrahydropterin [c0]	C7H8N5O3	-1	QSIYONWVWDSRRO-UHFFFAOYSA-M	N=c1nc([O-])c2c([nH]1)NCC(C(=O)O)N2	-51.18	C20239	cpd21472
cpd22290_c0	Acceptor [c0]	R	0					cpd22290
cpd03523_c0	7,8-Dihydromethanopterin [c0]	C30H40N6O16P	-3	WTMBWYHMZCVPRJ-WJBIZLLUSA-L	CC(Nc1ccc(CC(O)C(O)C(O)COC2OC(COP(=O)(O)OC(CCC(=O)[O-])C(=O)O)C(O)C2O)cc1)C1=Nc2c([O-])nc(=N)[nH]c2NC1C	-524.89	C05927	cpd03523
cpd26978_c0	Donor-H2 [c0]	H2R	0					cpd26978
cpd00029_e0	Acetate [e0]	C2H3O2	-1	QTBSBXVTEAMEQO-UHFFFAOYSA-M	CC(=O)[O-]	-88.29	C00033	cpd00029
cpd21088_c0	Pimelyl-[acyl-carrier protein] methyl ester [c0]	C8H13O3RS	0				C19846	cpd21088
cpd33930_c0	dialurate [c0]	C4H3N2O4	-1					cpd33930
cpd27180_c0	Glutaryl-ACP-methyl-esters [c0]	C20H34N3O11PR2S	0					cpd27180
cpd00204_c0	CO [c0]	CHO	1	UGFAIRIUMAVXCW-UHFFFAOYSA-N	[C-]#[O+]	-28.6568	C00237	cpd00204
cpd19168_c0	C15602 [c0]	R	0					cpd19168
cpd20940_c0	Polysulfide [c0]	H2S3	0	KBMBVTRWEAAZEY-UHFFFAOYSA-N	SSS		C19692	cpd20940
cpd30750_c0	p-Hydroquinone [c0]	R	0					cpd30750
cpd26984_c0	DsrC-disulfide-form [c0]	C6H9N2O2R3S2	1					cpd26984
cpd37010_c0	DsrC-L-Cysteine [c0]	C6H11N2O2R3S2	1					cpd37010
cpd28205_c0	Sulfur-Carrier-Proteins-ThiI [c0]	C3H5NOR2S	0					cpd28205
cpd14548_c0	C15812 [c0]	C4H6N2O2S2R2	0				C15812	cpd14548
cpd00020_e0	Pyruvate [e0]	C3H3O3	-1	LCTONWCANYUPML-UHFFFAOYSA-M	CC(=O)C(=O)[O-]	-112.69	C00022	cpd00020
cpd01414_e0	Tetrathionate [e0]	O6S4	-2	HPQYKCJIWQFJMS-UHFFFAOYSA-L	O=S(=O)([O-])SSS(=O)(=O)[O-]	-241.815	C02084	cpd01414
cpd01414_c0	Tetrathionate [c0]	O6S4	-2	HPQYKCJIWQFJMS-UHFFFAOYSA-L	O=S(=O)([O-])SSS(=O)(=O)[O-]	-241.815	C02084	cpd01414
cpd01567_c0	(R)-Allantoin [c0]	C4H5N4O3	-1	POJWUDADGALRAB-PVQJCKRUSA-N	N=C(O)NC1N=C(O)N=C1O	-116.06	C02348	cpd01567
cpd00528_e0	N2 [e0]	N2	0	IJGRMHOSHXDMSA-UHFFFAOYSA-N	N#N	4.4694	C00697	cpd00528
cpd01550_c0	Phosphocreatine [c0]	C4H8N3O5P	-2	DRBBFCLWYRJSJZ-UHFFFAOYSA-L	CN(CC(=O)[O-])C(=N)NP(=O)([O-])O	-262.13	C02305	cpd01550
cpd02074_c0	2-Oxo-6-aminocaproate [c0]	C6H11NO3	0	GWENQMVPLJAMAE-UHFFFAOYSA-N	NCCCCC(=O)C(=O)O	-108.81	C03239	cpd02074
cpd00922_c0	delta1-Piperideine-2-carboxylate [c0]	C6H8NO2	-1	GEJXSVNGWOSZPC-UHFFFAOYSA-M	O=C([O-])C1=NCCCC1	-57.53	C04092	cpd00922
cpd02414_c0	L-2-Amino-6-oxopimelate [c0]	C7H10NO5	-1	UKCSFKLWNHUBDY-BYPYZUCNSA-M	NC(CCCC(=O)C(=O)O)C(=O)[O-]	-188.45	C03871	cpd02414
cpd01024_e0	Methane [e0]	CH4	0	VNWKTOKETHGBQD-UHFFFAOYSA-N	C	-8.2051	C01438	cpd01024
cpd00047_e0	Formate [e0]	CHO2	-1	BDAGIHXWWSANSR-UHFFFAOYSA-M	O=C[O-]	-83.9	C00058	cpd00047
cpd10516_e0	fe3 [e0]	Fe	3	VTLYFUHAOXGGBS-UHFFFAOYSA-N	[Fe+3]	-1.1	C14819	cpd10516
cpd02692_c0	2-Amino-3-carboxymuconate semialdehyde [c0]	C7H5NO5	-2	KACPVQQHDVBVFC-OIFXTYEKSA-L	NC(C(=O)[O-])=C(C=CC=O)C(=O)[O-]	-147.03	C04409	cpd02692
cpd09879_c0	S-(Hydroxymethyl)glutathione [c0]	C11H18N3O7S	-1	PIUSLWSYOYFRFR-BQBZGAKWSA-M	NC(CCC([O-])=NC(CSCO)C(O)=NCC(=O)O)C(=O)O	-251.32	C14180	cpd09879
cpd00007_e0	O2 [e0]	O2	0	MYMOFIZGZYHOMD-UHFFFAOYSA-N	O=O	3.9197	C00007	cpd00007
cpd01092_c0	Allantoin [c0]	C4H5N4O3	-1	POJWUDADGALRAB-UHFFFAOYSA-N	N=C(O)NC1N=C(O)N=C1O	-116.06	C01551	cpd01092
cpd02211_c0	L-2-Amino-acetoacetate [c0]	C4H7NO3	0	SAUCHDKDCUROAO-VKHMYHEASA-N	CC(=O)C(N)C(=O)O	-116.32	C03508	cpd02211
cpd00011_e0	CO2 [e0]	CO2	0	CURLTUGMZLYLDI-UHFFFAOYSA-N	O=C=O	-92.26	C00011	cpd00011
cpd00339_c0	5-Aminopentanoate [c0]	C5H11NO2	0	JJMDCOVWQOJGCB-UHFFFAOYSA-N	NCCCCC(=O)O	-82.87	C00431	cpd00339
cpd03726_e0	Fe-enterochlin [e0]	C30H27FeN3O15	0	NGILTSZTOFYVBF-UVJOBNTFSA-N	O=C1OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC(N=C(O)c2cccc(O)c2O)C(=O)OCC1N=C(O)c1cccc(O)c1O.[Fe+3]		C06230	cpd03726
cpd00363_e0	Ethanol [e0]	C2H6O	0	LFQSCWFLJHTTHZ-UHFFFAOYSA-N	CCO	-43.44	C00469	cpd00363
cpd00071_e0	Acetaldehyde [e0]	C2H4O	0	IKHGUXGNUITLKF-UHFFFAOYSA-N	CC=O	-33.4	C00084	cpd00071
cpd11640_e0	H2 [e0]	H2	0	UFHFLCQGNIYNRP-UHFFFAOYSA-N	[HH]	4.2065	C00282	cpd11640
cpd00221_e0	D-Lactate [e0]	C3H5O3	-1	JVTAAEKCZFNVCJ-UWTATZPHSA-M	CC(O)C(=O)[O-]	-123.17	C00256	cpd00221
cpd01861_e0	(R)-1,2-Propanediol [e0]	C3H8O2	0	DNIAPMSPPWPWGF-GSVOUGTGSA-N	CC(O)CO	-79.95	C02912	cpd01861
cpd00239_e0	H2S [e0]	HS	-1	RWSOTUBLDIXVET-UHFFFAOYSA-M	[SH-]	-6.66	C00283	cpd00239
cpd00081_e0	Sulfite [e0]	HO3S	-1	LSNNMFCWUKXFEE-UHFFFAOYSA-M	O=S([O-])O	-126.15	C00094	cpd00081
cpd15793_c0	Stearoylcardiolipin (B. subtilis) [c0]	C81H156O17P2	-2			-696.66		cpd15793
cpd15540_c0	Phosphatidylglycerol dioctadecanoyl [c0]	C42H82O10P	-1			-406.42		cpd15540
cpd11416_c0	Biomass [c0]	null	0					cpd11416
cpd00054_e0	L-Serine [e0]	C3H7NO3	0	MTCFGRXMJLQNBG-REOHCLBHSA-N	NC(CO)C(=O)O	-124.15	C00065	cpd00054
cpd00215_e0	Pyridoxal [e0]	C8H9NO3	0	RADKZDMFGJYCBB-UHFFFAOYSA-N	Cc1ncc(CO)c(C=O)c1O	-59.5	C00250	cpd00215
cpd00033_e0	Glycine [e0]	C2H5NO2	0	DHMQDGOQFOQNFH-UHFFFAOYSA-N	NCC(=O)O	-87.73	C00037	cpd00033
cpd00393_e0	Folate [e0]	C19H17N7O6	-2	OVBPIULPVIDEAO-LBPRGKRZSA-L	N=c1nc([O-])c2nc(CNc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc3)cnc2[nH]1	-107.8	C00504	cpd00393
cpd00182_e0	Adenosine [e0]	C10H13N5O4	0	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O	-45.35	C00212	cpd00182
cpd00129_e0	L-Proline [e0]	C5H9NO2	0	ONIBWKKTOPOVIA-BYPYZUCNSA-N	O=C(O)C1CCCN1	-62.54	C00148	cpd00129
cpd00084_e0	L-Cysteine [e0]	C3H7NO2S	0	XUJNEKJLAYXESH-REOHCLBHSA-N	NC(CS)C(=O)O	-83.394	C00097	cpd00084
cpd00161_e0	L-Threonine [e0]	C4H9NO3	0	AYFVYJQAPQTCCC-GBXIJSLDSA-N	CC(O)C(N)C(=O)O	-124.34	C00188	cpd00161
cpd00060_e0	L-Methionine [e0]	C5H11NO2S	0	FFEARJCKVFRZRR-BYPYZUCNSA-N	CSCCC(N)C(=O)O	-75.91	C00073	cpd00060
cpd00053_e0	L-Glutamine [e0]	C5H10N2O3	0	ZDXPYRJPNDTMRX-VKHMYHEASA-N	N=C(O)CCC(N)C(=O)O	-121.69	C00064	cpd00053
cpd02295_c0	1-4-Dihydroxy-2-naphthoate [c0]	C11H7O4	-1	VOJUXHHACRXLTD-UHFFFAOYSA-M	O=C(O)c1cc([O-])c2ccccc2c1O	-122.199	C03657	cpd02295
