id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd00443_c0	ABEE [c0]	C7H6NO2	-1	ALYNCZNDIQEVRV-UHFFFAOYSA-M	Nc1ccc(C(=O)[O-])cc1	-48.99	C00568	cpd00443
cpd02920_c0	2-Amino-4-hydroxy-6-hydroxymethyl-7-8-dihydropteridinediphosphate [c0]	C7H9N5O8P2	-2	FCQGJGLSOWZZON-UHFFFAOYSA-L	N=c1nc([O-])c2c([nH]1)NCC(COP(=O)(O)OP(=O)([O-])O)=N2	-423.61	C04807	cpd02920
cpd00012_c0	PPi [c0]	HO7P2	-3	XPPKVPWEQAFLFU-UHFFFAOYSA-L	O=P([O-])([O-])OP(=O)(O)O	-480.93	C00013	cpd00012
cpd00067_c0	H+ [c0]	H	1	GPRLSGONYQIRFK-UHFFFAOYSA-N	[H+]	-9.53	C00080	cpd00067
cpd00683_c0	Dihydropteroate [c0]	C14H13N6O3	-1	WBFYVDCHGVNRBH-UHFFFAOYSA-M	N=c1nc([O-])c2c([nH]1)NCC(CNc1ccc(C(=O)O)cc1)=N2	12.16	C00921	cpd00683
cpd00002_c0	ATP [c0]	C10H13N5O13P3	-3	ZKHQWZAMYRWXGA-KQYNXXCUSA-K	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])C(O)C1O	-673.85	C00002	cpd00002
cpd00033_c0	Glycine [c0]	C2H5NO2	0	DHMQDGOQFOQNFH-UHFFFAOYSA-N	NCC(=O)O	-87.73	C00037	cpd00033
cpd00506_c0	gamma-Glutamylcysteine [c0]	C8H13N2O5S	-1	RITKHVBHSGLULN-WHFBIAKZSA-M	NC(CCC([O-])=NC(CS)C(=O)O)C(=O)O	-190.374	C00669	cpd00506
cpd00008_c0	ADP [c0]	C10H13N5O10P2	-2	XTWYTFMLZFPYCI-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)([O-])[O-])C(O)C1O	-465.85	C00008	cpd00008
cpd00009_c0	Phosphate [c0]	HO4P	-2	NBIIXXVUZAFLBC-UHFFFAOYSA-L	O=P([O-])([O-])O	-261.974	C00009	cpd00009
cpd00042_c0	GSH [c0]	C10H16N3O6S	-1	RWSXRVCMGQZWBV-WDSKDSINSA-M	NC(CCC([O-])=NC(CS)C(O)=NCC(=O)O)C(=O)O	-220.954	C00051	cpd00042
cpd00213_c0	Lipoamide [c0]	C8H15NOS2	0	FCCDDURTIIUXBY-SSDOTTSWSA-N	N=C(O)CCCCC1CCSS1	-21.54	C00248	cpd00213
cpd14700_c0	2-Methyl-1-hydroxypropyl-TPP [c0]	C16H25N4O8P2S	-1	SSYCSHKTIOHFEZ-UHFFFAOYSA-M	Cc1ncc(C[n+]2c(C(O)C(C)C)sc(CCOP(=O)([O-])OP(=O)([O-])O)c2C)c(=N)[nH]1	-403.72	C15976	cpd14700
cpd00056_c0	TPP [c0]	C12H17N4O7P2S	-1	AYEKOFBPNLCAJY-UHFFFAOYSA-M	Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)([O-])O)c2C)c(=N)[nH]1	-368.32	C00068	cpd00056
cpd02700_c0	S-(2-Methylpropionyl)-dihydrolipoamide [c0]	C12H23NO2S2	0	XZUKURPVWDTXGE-UHFFFAOYSA-N	CC(C)C(=O)SC(CCS)CCCCC(=N)O	-59.754	C04424	cpd02700
cpd00114_c0	IMP [c0]	C10H11N4O8P	-2	GRSZFWQUAKGDAV-KQYNXXCUSA-L	O=P([O-])(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-313.58	C00130	cpd00114
cpd00103_c0	PRPP [c0]	C5H9O14P3	-4	PQGCEDQWHSBAJP-TXICZTDVSA-J	O=P([O-])([O-])OCC1OC(OP(=O)(O)OP(=O)([O-])[O-])C(O)C1O	-814.62	C00119	cpd00103
cpd00226_c0	HYXN [c0]	C5H4N4O	0	FDGQSTZJBFJUBT-UHFFFAOYSA-N	Oc1ncnc2[nH]cnc12	23.12	C00262	cpd00226
cpd00022_c0	Acetyl-CoA [c0]	C23H34N7O17P3S	-4	ZSLZBFCDCINBPY-ZSJPKINUSA-J	CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-785.83	C00024	cpd00022
cpd00054_c0	L-Serine [c0]	C3H7NO3	0	MTCFGRXMJLQNBG-REOHCLBHSA-N	NC(CO)C(=O)O	-124.15	C00065	cpd00054
cpd00010_c0	CoA [c0]	C21H32N7O16P3S	-4	RGJOEKWQDUBAIZ-IBOSZNHHSA-J	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCS	-751.994	C00010	cpd00010
cpd00722_c0	O-Acetyl-L-serine [c0]	C5H9NO4	0	VZXPDPZARILFQX-BYPYZUCNSA-N	CC(=O)OCC(N)C(=O)O	-161.6	C00979	cpd00722
cpd00046_c0	CMP [c0]	C9H12N3O8P	-2	IERHLVCPSMICTF-XVFCMESISA-L	N=c1ccn(C2OC(COP(=O)([O-])O)C(O)C2O)c([O-])n1	-345.38	C00055	cpd00046
cpd00096_c0	CDP [c0]	C9H13N3O11P2	-2	ZWIADYZPOWUWEW-XVFCMESISA-L	N=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c([O-])n1	-553.38	C00112	cpd00096
cpd00067_e0	H+ [e0]	H	1	GPRLSGONYQIRFK-UHFFFAOYSA-N	[H+]	-9.53	C00080	cpd00067
cpd00106_e0	Fumarate [e0]	C4H2O4	-2	VZCYOOQTPOCHFL-OWOJBTEDSA-L	O=C([O-])C=CC(=O)[O-]	-143.7	C00122	cpd00106
cpd00106_c0	Fumarate [c0]	C4H2O4	-2	VZCYOOQTPOCHFL-OWOJBTEDSA-L	O=C([O-])C=CC(=O)[O-]	-143.7	C00122	cpd00106
cpd00037_c0	UDP-N-acetylglucosamine [c0]	C17H25N3O17P2	-2	LFTYTUAZOPRMMI-CFRASDGPSA-L	CC([O-])=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)OC(CO)C(O)C1O	-756.9	C00043	cpd00037
cpd03494_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine [c0]	C87H139N7O23P2	-4	PNWZQTONLRRPST-KLDRQJOASA-J	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)OC1OC(CO)C(O)C(OC(C)C(O)=NC(C)C([O-])=NC(CCC([O-])=NC(CCCC(N)C(=O)O)C(O)=NC(C)C([O-])=NC(C)C(=O)O)C(=O)O)C1N=C(C)[O-]	-678.6	C05897	cpd03494
cpd00014_c0	UDP [c0]	C9H12N2O12P2	-2	XCCTYIAWTASOJW-XVFCMESISA-L	O=c1nc([O-])ccn1C1OC(COP(=O)(O)OP(=O)([O-])O)C(O)C1O	-605.77	C00015	cpd00014
cpd03495_c0	Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala [c0]	C95H152N8O28P2	-4	OXJNZXDFVLDLEI-MBCYCBSHSA-J	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2N=C(C)[O-])C(OC(C)C(O)=NC(C)C(O)=NC(CCC([O-])=NC(CCCC(N)C(=O)O)C(O)=NC(C)C([O-])=NC(C)C(=O)O)C(=O)O)C1N=C(C)[O-]	-831.43	C05898	cpd03495
cpd00001_c0	H2O [c0]	H2O	0	XLYOFNOQVPJJNP-UHFFFAOYSA-N	O	-56.687	C00001	cpd00001
cpd00658_c0	Isochorismate [c0]	C10H8O6	-2	NTGWPRCCOQCMGE-YUMQZZPRSA-L	C=C(OC1C=CC=C(C(=O)[O-])C1O)C(=O)[O-]	-169.49	C00885	cpd00658
cpd00020_c0	Pyruvate [c0]	C3H3O3	-1	LCTONWCANYUPML-UHFFFAOYSA-M	CC(=O)C(=O)[O-]	-112.69	C00022	cpd00020
cpd02566_c0	2,3-Dihydroxy-2,3-dihydrobenzoate [c0]	C7H7O4	-1	INCSWYKICIYAHB-WDSKDSINSA-M	O=C([O-])C1=CC=CC(O)C1O	-125.71	C04171	cpd02566
cpd11440_c0	fa6 [c0]	C16H31O2	-1			-64.07		cpd11440
cpd00018_c0	AMP [c0]	C10H12N5O7P	-2	UDMBCSSLTHHNCD-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O	-257.85	C00020	cpd00018
cpd11441_c0	fa6coa [c0]	C37H63N7O17P3S	-3			-764.96		cpd11441
cpd00023_c0	L-Glutamate [c0]	C5H8NO4	-1	WHUUTDBJXJRKMK-VKHMYHEASA-M	NC(CCC(=O)[O-])C(=O)O	-164.13	C00025	cpd00023
cpd00084_c0	L-Cysteine [c0]	C3H7NO2S	0	XUJNEKJLAYXESH-REOHCLBHSA-N	NC(CS)C(=O)O	-83.394	C00097	cpd00084
cpd00004_c0	NADH [c0]	C21H27N7O14P2	-2	BOPGDPNILDQYTO-NNYOXOHSSA-L	N=C([O-])C1=CN(C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1	-524.32	C00004	cpd00004
cpd11527_c0	7-methyl-trans-oct-2-enoyl-ACP [c0]	C20H35N2O8PRS	-1					cpd11527
cpd00003_c0	NAD [c0]	C21H26N7O14P2	-1	BAWFJGJZGIEFAR-NNYOXOHSSA-M	N=C([O-])c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	-529.59	C00003	cpd00003
cpd11528_c0	7-methyl-octanoyl-ACP [c0]	C20H37N2O8PRS	-1					cpd11528
cpd00533_c0	dCDP [c0]	C9H13N3O10P2	-2	FTDHDKPUHBLBTL-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)c([O-])n1	-513.54	C00705	cpd00533
cpd00356_c0	dCTP [c0]	C9H13N3O13P3	-3	RGWHQCVHVJXOKC-SHYZEUOFSA-K	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)c([O-])n1	-721.54	C00458	cpd00356
cpd00032_c0	Oxaloacetate [c0]	C4H2O5	-2	KHPXUQMNIQBQEV-UHFFFAOYSA-L	O=C([O-])CC(=O)C(=O)[O-]	-190.52	C00036	cpd00032
cpd00011_c0	CO2 [c0]	CO2	0	CURLTUGMZLYLDI-UHFFFAOYSA-N	O=C=O	-92.26	C00011	cpd00011
cpd00061_c0	Phosphoenolpyruvate [c0]	C3H2O6P	-3	DTBNBXWJWCWCIK-UHFFFAOYSA-K	C=C(OP(=O)([O-])[O-])C(=O)[O-]	-316.08	C00074	cpd00061
cpd03049_c0	2-Hydroxyethyl-ThPP [c0]	C14H21N4O8P2S	-1	RRUVJGASJONMDY-UHFFFAOYSA-M	Cc1ncc(C[n+]2c(C(C)O)sc(CCOP(=O)([O-])OP(=O)([O-])O)c2C)c(=N)[nH]1	-405.15	C05125	cpd03049
cpd00836_c0	S-Acetyldihydrolipoamide [c0]	C10H19NO2S2	0	ARGXEXVCHMNAQU-UHFFFAOYSA-N	CC(=O)SC(CCS)CCCCC(=N)O	-61.184	C01136	cpd00836
cpd00006_c0	NADP [c0]	C21H25N7O17P3	-3	XJLXINKUBYWONI-NNYOXOHSSA-K	N=C([O-])c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1	-742.09	C00006	cpd00006
cpd00842_c0	(S)-3-Hydroxybutyryl-CoA [c0]	C25H38N7O18P3S	-4	QHHKKMYHDBRONY-BEVJUKKNSA-J	CC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-820.63	C01144	cpd00842
cpd00005_c0	NADPH [c0]	C21H26N7O17P3	-4	ACFIXJIJDZMPPO-NNYOXOHSSA-J	N=C([O-])C1=CN(C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1	-736.82	C00005	cpd00005
cpd00279_c0	Acetoacetyl-CoA [c0]	C25H36N7O18P3S	-4	OJFDKHTZOUZBOS-CITAKDKDSA-J	CC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-812.61	C00332	cpd00279
cpd00179_c0	Maltose [c0]	C12H22O11	0	VQHSOMBJVWLPSR-WUJBLJFYSA-N	OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO	-383.92	C00208	cpd00179
cpd00027_c0	D-Glucose [c0]	C6H12O6	0	WQZGKKKJIJFFOK-DVKNGEFBSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28	C00031	cpd00027
cpd00073_e0	Urea [e0]	CH4N2O	0	XSQUKJJJFZCRTK-UHFFFAOYSA-N	N=C(N)O	-48.7	C00086	cpd00073
cpd00073_c0	Urea [c0]	CH4N2O	0	XSQUKJJJFZCRTK-UHFFFAOYSA-N	N=C(N)O	-48.7	C00086	cpd00073
cpd00521_c0	dTDP-4-oxo-6-deoxy-D-glucose [c0]	C16H22N2O15P2	-2	PSXWNITXWWECNY-UCBTUHGZSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)nc1[O-]	-680.33	C11907	cpd00521
cpd00522_c0	dTDP-4-oxo-L-rhamnose [c0]	C16H22N2O15P2	-2	PSXWNITXWWECNY-LPVGZGSHSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)nc1[O-]	-680.33	C00688	cpd00522
cpd03113_c0	(S)-3-Hydroxyhexadecanoyl-CoA [c0]	C37H62N7O18P3S	-4	DEHLMTDDPWDRDR-QQOJFMBSSA-J	CCCCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-801.19	C05258	cpd03113
cpd03114_c0	3-Oxopalmitoyl-CoA [c0]	C37H60N7O18P3S	-4	NQMPLXPCRJOSHL-BBECNAHFSA-J	CCCCCCCCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-793.17	C05259	cpd03114
cpd11466_c0	Myristoyl-ACP [c0]	C25H48N2O8PRS	-2				C05761	cpd11466
cpd01695_c0	Myristoyl-CoA [c0]	C35H58N7O17P3S	-4	DUAFKXOFBZQTQE-QSGBVPJFSA-J	CCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-766.39	C02593	cpd01695
cpd11493_c0	ACP [c0]	C11H22N2O7PRS	-2				C00229	cpd11493
cpd07923_c0	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate [c0]	C10H15N3O11P2	-2	RQKDPSTWKKMBPM-UHFFFAOYSA-L	N=c1nc([O-])n(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)cc1CO	-550.18	C11038	cpd07923
cpd07924_c0	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate [c0]	C10H15N3O14P3	-3	DLHNIFPAUZVLLA-XLPZGREQSA-K	N=c1nc([O-])n(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)cc1CO	-758.18	C11039	cpd07924
cpd15495_c0	Maltopentaose [c0]	C30H52O26	0	FTNIPWXXIGNQQF-HZWIHCTQSA-N	OCC1OC(OC2C(CO)OC(OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	-852.2		cpd15495
cpd01399_c0	Maltotetraose [c0]	C24H42O21	0	LUEWUZLMQUOBSB-ZLBHSGTGSA-N	OCC1OC(OC2C(CO)OC(OC3C(CO)OC(OC4C(CO)OC(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	-693.72	C02052	cpd01399
cpd02557_c0	Farnesylfarnesylgeraniol [c0]	C40H66O7P2	-2	BZORESSIXXHLNB-DJMILUHSSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO	177.95	C04146	cpd02557
cpd00113_c0	Isopentenyldiphosphate [c0]	C5H10O7P2	-2	NUHSROFQTUXZQQ-UHFFFAOYSA-L	C=C(C)CCOP(=O)(O)OP(=O)([O-])[O-]	-439.84	C00129	cpd00113
cpd02590_c0	all-trans-Heptaprenyl diphosphate [c0]	C35H58O7P2	-2	LSJLEXWXRKTZAJ-YUIIPXGZSA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)([O-])[O-]	-270.64	C04216	cpd02590
cpd08289_c0	1-deoxy-D-xylulose5-phosphate [c0]	C5H9O7P	-2	AJPADPZSRRUGHI-RFZPGFLSSA-L	CC(=O)C(O)C(O)COP(=O)([O-])[O-]	-357.27	C11437	cpd08289
cpd08449_c0	3-Amino-2-oxopropyl phosphate [c0]	C3H7NO5P	-1	HIQNVODXENYOFK-UHFFFAOYSA-M	NCC(=O)COP(=O)([O-])O	-285.41	C11638	cpd08449
cpd00478_c0	Pyridoxine phosphate [c0]	C8H10NO6P	-2	WHOMFKWHIQZTHY-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(CO)c1[O-]	-279.93	C00627	cpd00478
cpd03187_c0	Oxalosuccinate [c0]	C6H3O7	-3	UFSCUAXLTRFIDC-UHFFFAOYSA-K	O=C([O-])CC(C(=O)[O-])C(=O)C(=O)[O-]	-268.54	C05379	cpd03187
cpd00024_c0	2-Oxoglutarate [c0]	C5H4O5	-2	KPGXRSRHYNQIFN-UHFFFAOYSA-L	O=C([O-])CCC(=O)C(=O)[O-]	-188.9	C00026	cpd00024
cpd03572_c0	(S)-3-Hydroxyisobutyryl-CoA [c0]	C25H38N7O18P3S	-4	WWEOGFZEFHPUAM-UQCJFRAESA-J	CC(CO)C(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-820.63	C06000	cpd03572
cpd00876_c0	3-Hydroxyisobutyrate [c0]	C4H7O3	-1	DBXBTMSZEOQQDU-VKHMYHEASA-M	CC(CO)C(=O)[O-]	-121.55	C01188	cpd00876
cpd15688_c0	CDP-1,2-diisohexadecanoylglycerol [c0]	C44H79N3O15P2	-2			-641.22		cpd15688
cpd15694_c0	Diisohexadecanoylphosphatidylserine [c0]	C38H72NO10P	-2			-425.5		cpd15694
cpd11589_c0	gly-asp-L [c0]	C6H9N2O5	-1	SCCPDJAQCXWPTF-VKHMYHEASA-M	NCC([O-])=NC(CC(=O)O)C(=O)O	-196.33		cpd11589
cpd00041_c0	L-Aspartate [c0]	C4H6NO4	-1	CKLJMWTZIZZHCS-REOHCLBHSA-M	NC(CC(=O)[O-])C(=O)O	-165.75	C00049	cpd00041
cpd00038_c0	GTP [c0]	C10H13N5O14P3	-3	XKMLYUALXHKNFT-UUOKFMHZSA-K	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C3O)c2[nH]1	-724.3	C00044	cpd00038
cpd00048_c0	Sulfate [c0]	O4S	-2	QAOWNCQODCNURD-UHFFFAOYSA-L	O=S(=O)([O-])[O-]	-177.97	C00059	cpd00048
cpd00031_c0	GDP [c0]	C10H13N5O11P2	-2	QGWNDRXFNXRZMB-UUOKFMHZSA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)([O-])O)C(O)C3O)c2[nH]1	-516.3	C00035	cpd00031
cpd00193_c0	APS [c0]	C10H12N5O10PS	-2	IRLPACMLTUPBCL-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OS(=O)(=O)[O-])C(O)C1O	-367.85	C00224	cpd00193
cpd00029_c0	Acetate [c0]	C2H3O2	-1	QTBSBXVTEAMEQO-UHFFFAOYSA-M	CC(=O)[O-]	-88.29	C00033	cpd00029
cpd00206_c0	dCMP [c0]	C9H12N3O7P	-2	NCMVOABPESMRCP-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)([O-])O)O2)c([O-])n1	-305.54	C00239	cpd00206
cpd02234_c0	(R)-3-Hydroxybutanoyl-CoA [c0]	C25H38N7O18P3S	-4	QHHKKMYHDBRONY-WZZMXTMRSA-J	CC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-820.63	C03561	cpd02234
cpd00650_c0	Crotonyl-CoA [c0]	C25H36N7O17P3S	-4	KFWWCMJSYSSPSK-PAXLJYGASA-J	CC=CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-761.78	C00877	cpd00650
cpd02375_c0	Adenylosuccinate [c0]	C14H14N5O11P	-4	OFBHPPMPBOJXRT-DPXQIYNJSA-J	O=C([O-])CC(Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O)C(=O)[O-]	-408.89	C03794	cpd02375
cpd00052_c0	CTP [c0]	C9H13N3O14P3	-3	PCDQPRRSZKQHHS-XVFCMESISA-K	N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C2O)c([O-])n1	-761.38	C00063	cpd00052
cpd02201_c0	4-phosphopantothenate [c0]	C9H15NO8P	-3	XHFVGHPGDLDEQO-ZETCQYMHSA-K	CC(C)(COP(=O)([O-])O)C(O)C([O-])=NCCC(=O)[O-]	-401.04	C03492	cpd02201
cpd02666_c0	(R)-4'-Phosphopantothenoyl-L-cysteine [c0]	C12H20N2O9PS	-3	XQYALQVLCNHCFT-CBAPKCEASA-K	CC(C)(COP(=O)(O)O)C(O)C([O-])=NCCC([O-])=NC(CS)C(=O)[O-]	-427.284	C04352	cpd02666
cpd00026_c0	UDP-glucose [c0]	C15H22N2O17P2	-2	HSCJRCZFDFQWRP-JZMIEXBBSA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O	-762.55	C00029	cpd00026
cpd00144_c0	UDPglucuronate [c0]	C15H19N2O18P2	-3	HDYANYHVCAPMJV-LXQIFKJMSA-K	O=C([O-])C1OC(OP(=O)(O)OP(=O)([O-])OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)C(O)C(O)C1O	-805.77	C00167	cpd00144
cpd02097_c0	L-Glutamyl 5-phosphate [c0]	C5H8NO7P	-2	PJRXVIJAERNUIP-VKHMYHEASA-L	NC(CCC(=O)OP(=O)([O-])O)C(=O)[O-]	-379.03	C03287	cpd02097
cpd02168_c0	Prephytoene diphosphate [c0]	C40H66O7P2	-2	RVCNKTPCHZNAAO-XGYYIUAYSA-L	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C	-246.69	C03427	cpd02168
cpd03211_c0	15-cis-Phytoene [c0]	C40H64	0	YVLPJIGOMTXXLP-BHLJUDRVSA-N	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	230.58	C05421	cpd03211
cpd00201_c0	10-Formyltetrahydrofolate [c0]	C20H21N7O7	-2	AUFGTPPARQZWDO-YUZLPWPTSA-L	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)O)cc1)N2	-144.77	C00234	cpd00201
cpd03524_c0	10-Formyl-THF-L-glutamate [c0]	C25H27N8O10	-3	BHBZPCBOCZGPTF-KBMXLJTQSA-K	N=c1nc([O-])c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)NC(CCC([O-])=NC(CCC(=O)[O-])C(=O)O)C(=O)O)cc1)N2	-251.75	C05928	cpd03524
cpd00477_c0	N-Acetyl-L-glutamate [c0]	C7H9NO5	-2	RFMMMVDNIPUKGG-YFKPBYRVSA-L	CC([O-])=NC(CCC(=O)[O-])C(=O)O	-193.73	C00624	cpd00477
cpd00654_c0	Deoxycytidine [c0]	C9H13N3O4	0	CKTSBUTUHBMZGZ-SHYZEUOFSA-N	N=c1ccn(C2CC(O)C(CO)O2)c(O)n1	-93.04	C00881	cpd00654
cpd00199_c0	4-Oxobutanoate [c0]	C4H5O3	-1	UIUJIQZEACWQSV-UHFFFAOYSA-M	O=CCCC(=O)[O-]	-110.26	C00232	cpd00199
cpd00036_c0	Succinate [c0]	C4H4O4	-2	KDYFGRWQOYBRFD-UHFFFAOYSA-L	O=C([O-])CCC(=O)[O-]	-162.96	C00042	cpd00036
cpd00036_e0	Succinate [e0]	C4H4O4	-2	KDYFGRWQOYBRFD-UHFFFAOYSA-L	O=C([O-])CCC(=O)[O-]	-162.96	C00042	cpd00036
cpd00136_e0	4-Hydroxybenzoate [e0]	C7H5O3	-1	FJKROLUGYXJWQN-UHFFFAOYSA-M	O=C(O)c1ccc([O-])cc1	-92.53	C00156	cpd00136
cpd00136_c0	4-Hydroxybenzoate [c0]	C7H5O3	-1	FJKROLUGYXJWQN-UHFFFAOYSA-M	O=C(O)c1ccc([O-])cc1	-92.53	C00156	cpd00136
cpd15317_c0	1-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl [c0]	C21H42NO7P	0			-304.1		cpd15317
cpd00908_c0	Glycerophosphoethanolamine [c0]	C5H14NO6P	0	JZNWSCPGTDBMEW-UHFFFAOYSA-N	NCCOP(=O)(O)OCC(O)CO	-311.69	C01233	cpd00908
cpd15237_c0	hexadecenoate [c0]	C16H29O2	-1			-41.71		cpd15237
cpd00191_c0	3-Oxopropanoate [c0]	C3H3O3	-1	OAKURXIZZOAYBC-UHFFFAOYSA-M	O=CCC(=O)[O-]	-111.88	C00222	cpd00191
