id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn12633_c0	=	Cytosol	(Annotated_genome.CDS.4159 or Annotated_genome.CDS.1275 or Annotated_genome.CDS.3788 or Annotated_genome.CDS.9)	RXN0-6975.c [c0]		-0.46		(1)  cpd00001[c0] + (1)  cpd11593[c0] <=> (1)  cpd00035[c0] + (1)  cpd00041[c0]	(1)  H2O [c0][c0] + (1)  ala-L-asp-L [c0][c0] <=> (1)  L-Alanine [c0][c0] + (1)  L-Aspartate [c0][c0]	rxn12633	MEAMP1(ala-asp)			
rxn00882_c0	>	Cytosol	Annotated_genome.CDS.1954	1D-myo-Inositol 4-phosphate phosphohydrolase [c0]		7.21		(1)  cpd00001[c0] + (1)  cpd02230[c0] => (1)  cpd00009[c0] + (1)  cpd00121[c0]	(1)  H2O [c0][c0] + (1)  Inositol 4-phosphate [c0][c0] => (1)  Phosphate [c0][c0] + (1)  L-Inositol [c0][c0]	rxn00882	MI4PP	R01186	Inositol phosphate metabolism	Biosynthesis|Cyclitols-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS
rxn03244_c0	=	Cytosol	((Annotated_genome.CDS.3186 or Annotated_genome.CDS.1597 or Annotated_genome.CDS.2196 or Annotated_genome.CDS.1245 or Annotated_genome.CDS.403 or Annotated_genome.CDS.167 or Annotated_genome.CDS.2162 or Annotated_genome.CDS.2197) or Annotated_genome.CDS.3492)	(S)-hydroxydecanoyl-CoA:NAD+ oxidoreductase [c0]		3.76		(1)  cpd00003[c0] + (1)  cpd03118[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd03119[c0]	(1)  NAD [c0][c0] + (1)  (S) -Hydroxydecanoyl-CoA [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  3-Oxodecanoyl-CoA [c0][c0]	rxn03244	HACD4	R04743	Fatty acid elongation|Fatty acid degradation	
rxn04139_c0	>	Cytosol	Annotated_genome.CDS.187	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone ,NADPH2:oxygen oxidoreductase [c0]		-94.61		(1)  cpd00005[c0] + (1)  cpd00007[c0] + (1)  cpd00067[c0] + (1)  cpd03448[c0] => (1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd03449[c0]	(1)  NADPH [c0][c0] + (1)  O2 [c0][c0] + (1)  H+ [c0][c0] + (1)  2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone [c0][c0] => (1)  H2O [c0][c0] + (1)  NADP [c0][c0] + (1)  2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone [c0][c0]	rxn04139		R06146	Ubiquinone and other terpenoid-quinone biosynthesis	
rxn07847_c0	=	Cytosol	Annotated_genome.CDS.618	R08058 [c0]	4.3.-.-	-6.97		(1)  cpd00055[c0] + (1)  cpd00895[c0] <=> (1)  cpd00001[c0] + (1)  cpd02679[c0]	(1)  Formaldehyde [c0][c0] + (1)  H4MPT [c0][c0] <=> (1)  H2O [c0][c0] + (1)  5,10-Methylenetetrahydromethanopterin [c0][c0]	rxn07847		R08058	Methane metabolism	C1-COMPOUNDS|Degradation|Formaldehyde-Oxidation
rxn00616_c0	=	Cytosol	Annotated_genome.CDS.1664	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase [c0]		-5.56		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00080[c0] <=> (1)  cpd00095[c0] + (1)  cpd00982[c0]	(1)  FAD [c0][c0] + (1)  H+ [c0][c0] + (1)  Glycerol-3-phosphate [c0][c0] <=> (1)  Glycerone-phosphate [c0][c0] + (1)  FADH2 [c0][c0]	rxn00616	G3PD	R00848	Glycerophospholipid metabolism	
rxn06723_c0	<	Cytosol	Annotated_genome.CDS.3229	(3R)-3-hydroxymyristoyl-[acyl-carrier protein]:UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine N-acetyltransferase [c0]	2.3.1.191	5.29		(1)  cpd02835[c0] + (1)  cpd11493[c0] <= (1)  cpd03584[c0] + (1)  cpd11484[c0]	(1)  UDP-2,3-bis(3-hydroxytetradecanoyl) glucosamine [c0][c0] + (1)  ACP [c0][c0] <= (1)  UDP-3-O-(beta-hydroxymyristoyl) -D-glucosamine [c0][c0] + (1)  HMA [c0][c0]	rxn06723	U23GAAT	R04550	Lipopolysaccharide biosynthesis	Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|NAGLIPASYN-PWY
rxn00313_c0	>	Cytosol	Annotated_genome.CDS.601	meso-2,6-diaminoheptanedioate carboxy-lyase (L-lysine-forming) [c0]		-3.09		(1)  cpd00067[c0] + (1)  cpd00516[c0] => (1)  cpd00011[c0] + (1)  cpd00039[c0]	(1)  H+ [c0][c0] + (1)  meso-2,6-Diaminopimelate [c0][c0] => (1)  CO2 [c0][c0] + (1)  L-Lysine [c0][c0]	rxn00313	DAPDC	R00451	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn02949_c0	=	Cytosol	(Annotated_genome.CDS.3831 or Annotated_genome.CDS.4483 or Annotated_genome.CDS.3915 or Annotated_genome.CDS.1597 or Annotated_genome.CDS.2162 or Annotated_genome.CDS.3028 or Annotated_genome.CDS.4286 or Annotated_genome.CDS.4034 or Annotated_genome.CDS.1762 or Annotated_genome.CDS.3331 or Annotated_genome.CDS.2200 or Annotated_genome.CDS.3898 or Annotated_genome.CDS.4130 or Annotated_genome.CDS.1589 or Annotated_genome.CDS.4054 or Annotated_genome.CDS.3594 or Annotated_genome.CDS.2383 or Annotated_genome.CDS.403 or Annotated_genome.CDS.3583 or Annotated_genome.CDS.3648 or Annotated_genome.CDS.4317 or Annotated_genome.CDS.1649)	(S)-3-Hydroxyisobutyryl-CoA hydro-lyase [c0]		0.87		(1)  cpd00001[c0] + (1)  cpd02187[c0] <=> (1)  cpd03572[c0]	(1)  H2O [c0][c0] + (1)  Methacrylyl-CoA [c0][c0] <=> (1)  (S) -3-Hydroxyisobutyryl-CoA [c0][c0]	rxn02949	ECOAH12	R04224	Valine, leucine and isoleucine degradation	
rxn00735_c0	=	Cytosol	Annotated_genome.CDS.4139	(2R,3S)-3-methylmalate:NAD+ oxidoreductase [c0]		-3.13		(1)  cpd00004[c0] + (1)  cpd00011[c0] + (1)  cpd00094[c0] <=> (1)  cpd00003[c0] + (1)  cpd03593[c0]	(1)  NADH [c0][c0] + (1)  CO2 [c0][c0] + (1)  2-Oxobutyrate [c0][c0] <=> (1)  NAD [c0][c0] + (1)  D-erythro-3-Methylmalate [c0][c0]	rxn00735		R00994	Valine, leucine and isoleucine biosynthesis|C5-Branched dibasic acid metabolism	
rxn00775_c0	>	Cytosol	Annotated_genome.CDS.728	ADP-ribose ribophosphohydrolase [c0]		-28.37		(1)  cpd00001[c0] + (1)  cpd00251[c0] => (1)  cpd00018[c0] + (2)  cpd00067[c0] + (1)  cpd00101[c0]	(1)  H2O [c0][c0] + (1)  ADPribose [c0][c0] => (1)  AMP [c0][c0] + (2)  H+ [c0][c0] + (1)  ribose-5-phosphate [c0][c0]	rxn00775	ADPRDP	R01054_C00117xC03736	Purine metabolism	
rxn02680_c0	<	Cytosol	((Annotated_genome.CDS.1599 or Annotated_genome.CDS.3974 or Annotated_genome.CDS.2506 or Annotated_genome.CDS.2160 or Annotated_genome.CDS.955 or Annotated_genome.CDS.1446 or Annotated_genome.CDS.2496 or Annotated_genome.CDS.2192 or Annotated_genome.CDS.3917 or Annotated_genome.CDS.2437 or Annotated_genome.CDS.1650) or Annotated_genome.CDS.3491)	Octanoyl-CoA:acetyl-CoA C-acyltransferase [c0]		7.06		(1)  cpd00022[c0] + (1)  cpd01335[c0] <= (1)  cpd00010[c0] + (1)  cpd03119[c0]	(1)  Acetyl-CoA [c0][c0] + (1)  Octanoyl-CoA [c0][c0] <= (1)  CoA [c0][c0] + (1)  3-Oxodecanoyl-CoA [c0][c0]	rxn02680	ACACT4r	R03778	Fatty acid elongation|Fatty acid degradation	
rxn05405_c0	=	Cytosol	Annotated_genome.CDS.2407	15-methyl-3-oxo-hexa-decanoyl-ACP:NADP+ oxidoreductase [c0]		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11541[c0] <=> (1)  cpd00006[c0] + (1)  cpd11542[c0]	(1)  NADPH [c0][c0] + (1)  H+ [c0][c0] + (1)  15-methyl-3-oxo-hexa-decanoyl-ACP [c0][c0] <=> (1)  NADP [c0][c0] + (1)  15-methyl-3-hydroxy-hexa-decanoyl-ACP [c0][c0]	rxn05405				
rxn00547_c0	>	Cytosol	Annotated_genome.CDS.4547	ATP:D-fructose 6-phosphotransferase [c0]		-14.03		(1)  cpd00002[c0] + (1)  cpd00082[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00072[c0]	(1)  ATP [c0][c0] + (1)  D-Fructose [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  D-fructose-6-phosphate [c0][c0]	rxn00547	HEX7	R00760		
rxn04750_c0	=	Cytosol	(Annotated_genome.CDS.3186 or Annotated_genome.CDS.1597 or Annotated_genome.CDS.2196 or Annotated_genome.CDS.1245 or Annotated_genome.CDS.403 or Annotated_genome.CDS.167 or Annotated_genome.CDS.2162 or Annotated_genome.CDS.2197)	(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase [c0]		51.41		(1)  cpd00003[c0] + (4)  cpd00067[c0] + (1)  cpd09844[c0] <=> (1)  cpd00004[c0] + (1)  cpd01507[c0]	(1)  NAD [c0][c0] + (4)  H+ [c0][c0] + (1)  (3S) -3-Hydroxyadipyl-CoA [c0][c0] <=> (1)  NADH [c0][c0] + (1)  3-Oxoadipyl-CoA [c0][c0]	rxn04750		R06941	Phenylalanine metabolism|Caprolactam degradation	AMINE-DEG|AROMATIC-COMPOUNDS-DEGRADATION|Benzoyl-CoA-Degradation|Degradation|PWY0-321|Phenolic-Compounds-Degradation|Phenylacetate-Degradation
rxn05619_c0	>	Cytosol	Annotated_genome.CDS.2008	ATP phosphohydrolase (molybdate-importing) [c0]	3.A.1.8|TC-3.A.1.8	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11574[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11574[c0]	(1)  H2O [c0][c0] + (1)  ATP [c0][c0] + (1)  Molybdate [e0][e0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  Molybdate [c0][c0]	rxn05619	MOBDabc			
rxn08020_c0	>	Cytosol	(Annotated_genome.CDS.1015 or Annotated_genome.CDS.2001)	laurate-[acyl-carrier-protein] ligase [c0]		-21.55		(1)  cpd00002[c0] + (1)  cpd01741[c0] + (1)  cpd11493[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd11468[c0]	(1)  ATP [c0][c0] + (1)  ddca [c0][c0] + (1)  ACP [c0][c0] => (1)  PPi [c0][c0] + (1)  AMP [c0][c0] + (1)  H+ [c0][c0] + (1)  Dodecanoyl-ACP [c0][c0]	rxn08020	AACPS7			
rxn05325_c0	<	Cytosol	(Annotated_genome.CDS.500 or Annotated_genome.CDS.3522 or Annotated_genome.CDS.3653)	Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing) [c0]		16.55		(1)  cpd00003[c0] + (1)  cpd11470[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11471[c0]	(1)  NAD [c0][c0] + (1)  Octanoyl-ACP [c0][c0] <= (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  (2E) -Octenoyl-[acp] [c0][c0]	rxn05325	EAR80x	R04958	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn08647_c0	>	Cytosol	Annotated_genome.CDS.4154	ATP:(R)-glycerate 2-phosphotransferase [c0]	2.7.1.165	-14.03		(1)  cpd00002[c0] + (1)  cpd00223[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00482[c0]	(1)  ATP [c0][c0] + (1)  Glycerate [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  2-Phospho-D-glycerate [c0][c0]	rxn08647	GLYCK2	R08572	Pentose phosphate pathway|Glycine, serine and threonine metabolism|Methane metabolism	C1-COMPOUNDS|Carbohydrates-Degradation|D-Galactarate-Degradation|D-Glucarate-Degradation|Degradation|Formaldehyde-Assimilation|GALACTARDEG-PWY|GLUCARDEG-PWY|GLUCARGALACTSUPER-PWY|NPGLUCAT-PWY|PWY0-1300|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn08441_c0	>	Cytosol	Annotated_genome.CDS.186	myristoyl-CoA hydrolase [c0]		-5.76		(1)  cpd00001[c0] + (1)  cpd01695[c0] => (1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd03847[c0]	(1)  H2O [c0][c0] + (1)  Myristoyl-CoA [c0][c0] => (1)  CoA [c0][c0] + (1)  H+ [c0][c0] + (1)  Myristic acid [c0][c0]	rxn08441	FACOAE140			
rxn08803_c0	=	Cytosol	Annotated_genome.CDS.1138	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm) [c0]		-335.08		(1)  cpd00001[c0] + (1)  cpd15313[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd01741[c0]	(1)  H2O [c0][c0] + (1)  1-Acyl-sn-glycero-3-phosphoethanolamine dodecanoyl [c0][c0] <=> (1)  H+ [c0][c0] + (1)  Glycerophosphoethanolamine [c0][c0] + (1)  ddca [c0][c0]	rxn08803	LPLIPAL1E120pp			
rxn01053_c0	=	Cytosol	Annotated_genome.CDS.3338	(S)-lactaldehyde:NAD+ oxidoreductase [c0]		-9.8		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00334[c0] <=> (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd00159[c0]	(1)  H2O [c0][c0] + (1)  NAD [c0][c0] + (1)  L-Lactaldehyde [c0][c0] <=> (1)  NADH [c0][c0] + (2)  H+ [c0][c0] + (1)  L-Lactate [c0][c0]	rxn01053	LCAD	R01446	Pyruvate metabolism	Aldehyde-Degradation|Carbohydrates-Degradation|Degradation|Detoxification|Energy-Metabolism|FUC-RHAMCAT-PWY|L-rhamnose-Degradation|Lactaldehyde-Degradation|METHGLYUT-PWY|Methylglyoxal-Detoxification|PWY0-1317|Sugars-And-Polysaccharides
rxn07879_c0	=	Cytosol	(Annotated_genome.CDS.3475 or Annotated_genome.CDS.587)	3-hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA acetate-lyase (7-methyl-3-oxooct-6-enoyl-CoA-forming) [c0]		-0.83		(1)  cpd02849[c0] <=> (1)  cpd00029[c0] + (1)  cpd15170[c0]	(1)  3-Hydroxy-3-(4-methylpent-3-en-1-yl) glutaryl-CoA [c0][c0] <=> (1)  Acetate [c0][c0] + (1)  7-Methyl-3-oxo-6-octenoyl-CoA [c0][c0]	rxn07879		R08090	Geraniol degradation	Degradation|SECONDARY-METABOLITE-DEGRADATION|TERPENOID-DEG
rxn02312_c0	=	Cytosol	Annotated_genome.CDS.2211	S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase [c0]	2.6.1.62	2.46		(1)  cpd00017[c0] + (1)  cpd00800[c0] <=> (1)  cpd00764[c0] + (1)  cpd02701[c0]	(1)  S-Adenosyl-L-methionine [c0][c0] + (1)  8-Amino-7-oxononanoate [c0][c0] <=> (1)  7-8-Diaminononanoate [c0][c0] + (1)  S-Adenosyl-4-methylthio-2-oxobutanoate [c0][c0]	rxn02312	AMAOT	R03231	Biotin metabolism	BIOTIN-BIOSYNTHESIS-PWY|BIOTIN-SYN|Biosynthesis|Cofactor-Biosynthesis|PWY0-1507|Vitamin-Biosynthesis
rxn02895_c0	>	Cytosol	Annotated_genome.CDS.1700	5-Phospho-D-ribosylamine:glycine ligase (ADP-forming) [c0]		-6.35		(1)  cpd00002[c0] + (1)  cpd00033[c0] + (1)  cpd01982[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02394[c0]	(1)  ATP [c0][c0] + (1)  Glycine [c0][c0] + (1)  5-Phosphoribosylamine [c0][c0] => (1)  ADP [c0][c0] + (1)  Phosphate [c0][c0] + (1)  H+ [c0][c0] + (1)  GAR [c0][c0]	rxn02895	ADE5_7_1	R04144	Purine metabolism	AIR-Biosynthesis|Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn07295_c0	>	Cytosol	Annotated_genome.CDS.4528	glycine oxidase [c0]		-35.88		(1)  cpd00033[c0] => (3)  cpd00067[c0] + (1)  cpd14545[c0]	(1)  Glycine [c0][c0] => (3)  H+ [c0][c0] + (1)  Iminoglycine [c0][c0]	rxn07295		R07463	Thiamine metabolism	
rxn02934_c0	=	Cytosol	(Annotated_genome.CDS.3831 or Annotated_genome.CDS.4483 or Annotated_genome.CDS.3915 or Annotated_genome.CDS.1597 or Annotated_genome.CDS.2162 or Annotated_genome.CDS.3028 or Annotated_genome.CDS.4286 or Annotated_genome.CDS.4034 or Annotated_genome.CDS.1762 or Annotated_genome.CDS.3331 or Annotated_genome.CDS.2200 or Annotated_genome.CDS.3898 or Annotated_genome.CDS.4130 or Annotated_genome.CDS.1589 or Annotated_genome.CDS.4054 or Annotated_genome.CDS.3594 or Annotated_genome.CDS.2383 or Annotated_genome.CDS.403 or Annotated_genome.CDS.3583 or Annotated_genome.CDS.3648 or Annotated_genome.CDS.4317 or Annotated_genome.CDS.1649)	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA hydro-liase [c0]		1.6		(1)  cpd02691[c0] <=> (1)  cpd00001[c0] + (1)  cpd02125[c0]	(1)  2-methyl-3-hydroxy-butyryl-CoA [c0][c0] <=> (1)  H2O [c0][c0] + (1)  Tiglyl-CoA [c0][c0]	rxn02934	ECOAH9	R04204	Valine, leucine and isoleucine degradation	Amino-Acid-Degradation|Biosynthesis|Degradation|ILEUDEG-PWY|ISOLEUCINE-DEG|Other-biosynthesis
rxn04651_c0	>	Cytosol	Annotated_genome.CDS.1192	ATP:ribose-1,5-bisphosphate phosphotransferase [c0]	2.7.4.23	9.53		(1)  cpd00002[c0] + (1)  cpd00847[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00103[c0]	(1)  ATP [c0][c0] + (1)  Ribose 1,5-bisphosphate [c0][c0] => (1)  ADP [c0][c0] + (1)  H+ [c0][c0] + (1)  PRPP [c0][c0]	rxn04651	R15BPK	R06836	Pentose phosphate pathway	Adenosine-Nucleotides-Degradation|Biosynthesis|Degradation|NUCLEO-DEG|Other-biosynthesis|PRPP-Biosynthesis|PRPP-PWY|PWY0-661|Purine-Degradation
rxn08089_c0	>	Cytosol	(Annotated_genome.CDS.793 or Annotated_genome.CDS.669)	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1) [c0]				(1)  cpd00067[c0] + (1)  cpd11825[c0] + (1)  cpd15328[c0] => (1)  cpd11493[c0] + (1)  cpd15527[c0]	(1)  H+ [c0][c0] + (1)  Octadecenoyl-ACP [c0][c0] + (1)  1-octadec-11-enoyl-sn-glycerol 3-phosphate [c0][c0] => (1)  ACP [c0][c0] + (1)  1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate [c0][c0]	rxn08089	AGPAT181			
rxn00189_c0	>	Cytosol	((Annotated_genome.CDS.3977 or Annotated_genome.CDS.2105) and Annotated_genome.CDS.2070 and Annotated_genome.CDS.4426 and Annotated_genome.CDS.3865)	L-Glutamine amidohydrolase [c0]		-4.72		(1)  cpd00001[c0] + (1)  cpd00053[c0] => (1)  cpd00013[c0] + (1)  cpd00023[c0]	(1)  H2O [c0][c0] + (1)  L-Glutamine [c0][c0] => (1)  NH3 [c0][c0] + (1)  L-Glutamate [c0][c0]	rxn00189	U42	R00256	Alanine, aspartate and glutamate metabolism|Arginine and proline metabolism|D-Glutamine and D-glutamate metabolism|Nitrogen metabolism	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CITRULBIO-PWY|Citrulline-Biosynthesis|Degradation|GLUTAMINDEG-PWY|GLUTAMINE-DEG|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis
rxn02508_c0	=	Cytosol	Annotated_genome.CDS.4609	N-(5-Phospho-beta-D-ribosyl)anthranilate ketol-isomerase [c0]		0.62		(1)  cpd02642[c0] <=> (1)  cpd00956[c0]	(1)  N-5-phosphoribosyl-anthranilate [c0][c0] <=> (1)  1-(2-carboxyphenylamino) -1-deoxyribulose 5-phosphate [c0][c0]	rxn02508	PRAI	R03509	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn05442_c0	>	Cytosol	(Annotated_genome.CDS.500 or Annotated_genome.CDS.3522 or Annotated_genome.CDS.3653)	11-methyl-trans-dodec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific) [c0]		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11535[c0] => (1)  cpd00003[c0] + (1)  cpd11536[c0]	(1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  11-methyl-trans-dodec-2-enoyl-ACP [c0][c0] => (1)  NAD [c0][c0] + (1)  11-methyl-dodecanoyl-ACP [c0][c0]	rxn05442				
rxn00543_c0	=	Cytosol	(Annotated_genome.CDS.3330 or Annotated_genome.CDS.383 or Annotated_genome.CDS.71 or Annotated_genome.CDS.1996 or Annotated_genome.CDS.169 or Annotated_genome.CDS.2194 or Annotated_genome.CDS.2122 or Annotated_genome.CDS.4294 or Annotated_genome.CDS.4047 or Annotated_genome.CDS.4086)	ethanol:NAD+ oxidoreductase [c0]		5.78		(1)  cpd00003[c0] + (1)  cpd00363[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00071[c0]	(1)  NAD [c0][c0] + (1)  Ethanol [c0][c0] <=> (1)  NADH [c0][c0] + (1)  H+ [c0][c0] + (1)  Acetaldehyde [c0][c0]	rxn00543	ADH1	R00754	Glycolysis / Gluconeogenesis	Alcohol-Degradation|Biosynthesis|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|ETOH-ACETYLCOA-ANA-PWY|Energy-Metabolism|Ethanol-Degradation|FERMENTATION-PWY|Fermentation|Other-Degradation|P122-PWY|P161-PWY|P441-PWY|P461-PWY|PWY66-21|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn01996_c0	=	Cytosol	Annotated_genome.CDS.3023	Methylmalonyl-CoA epimerase [c0]		0		(1)  cpd00891[c0] <=> (1)  cpd00519[c0]	(1)  L-methylmalonyl-CoA [c0][c0] <=> (1)  D-methylmalonyl-CoA [c0][c0]	rxn01996	MME	R02765	Valine, leucine and isoleucine degradation|Glyoxylate and dicarboxylate metabolism|Propanoate metabolism|Carbon fixation pathways in prokaryotes	2-Oxobutanoate-Degradation|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|C1-COMPOUNDS|CARBOXYLATES-DEG|CO2-Fixation|Degradation|Energy-Metabolism|Fermentation|GLUTAMATE-DEG|METHIONINE-DEG|P108-PWY|PROPIONMET-PWY|Propionate-Degradation|Pyruvate-Degradation
rxn05402_c0	=	Cytosol	Annotated_genome.CDS.502	13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase [c0]		2.163		(1)  cpd11538[c0] <=> (1)  cpd00001[c0] + (1)  cpd11539[c0]	(1)  13-methyl-3-hydroxy-tetra-decanoyl-ACP [c0][c0] <=> (1)  H2O [c0][c0] + (1)  13-methyl-trans-tetra-dec-2-enoyl-ACP [c0][c0]	rxn05402				
rxn00420_c0	>	Cytosol	Annotated_genome.CDS.2816	O-phospho-L-serine phosphohydrolase [c0]		7.21		(1)  cpd00001[c0] + (1)  cpd00738[c0] => (1)  cpd00009[c0] + (1)  cpd00054[c0]	(1)  H2O [c0][c0] + (1)  phosphoserine [c0][c0] => (1)  Phosphate [c0][c0] + (1)  L-Serine [c0][c0]	rxn00420	PSP_L	R00582	Glycine, serine and threonine metabolism|Methane metabolism	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SER-GLYSYN-PWY|SERINE-BIOSYNTHESIS|SERSYN-PWY|SULFATE-CYS-PWY
rxn10221_c0	>	Cytosol	Annotated_genome.CDS.3233	anteisoheptadecanoyl-phosphatidate cytidylyltransferase [c0]		1.07		(1)  cpd00052[c0] + (1)  cpd15678[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15684[c0]	(1)  CTP [c0][c0] + (1)  1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate [c0][c0] => (1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  CDP-1,2-dianteisoheptadecanoylglycerol [c0][c0]	rxn10221				
rxn02792_c0	>	Cytosol	(Annotated_genome.CDS.41 or Annotated_genome.CDS.1201 or Annotated_genome.CDS.1794 or Annotated_genome.CDS.4260)	gamma-glutamyltranspeptidase family protein [c0]		-2.63		(1)  cpd00023[c0] + (1)  cpd00067[c0] + (1)  cpd01651[c0] => (1)  cpd00001[c0] + (1)  cpd00011[c0] + (1)  cpd03646[c0]	(1)  L-Glutamate [c0][c0] + (1)  H+ [c0][c0] + (1)  L-3-Cyanoalanine [c0][c0] => (1)  H2O [c0][c0] + (1)  CO2 [c0][c0] + (1)  gamma-Glutamyl-3-aminopropiononitrile [c0][c0]	rxn02792				
rxn14334_c0	>	Cytosol	Annotated_genome.CDS.3234	ditrans,tricis-hexaprenyl-diphosphate:isopentenyl-diphosphate hexaprenylcistransferase [c0]		-22.53		(1)  cpd00113[c0] + (1)  cpd17564[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd17566[c0]	(1)  Isopentenyldiphosphate [c0][c0] + (1)  ditrans,tricis-Hexaprenyl diphosphate [c0][c0] => (1)  PPi [c0][c0] + (1)  H+ [c0][c0] + (1)  ditrans,tetracis-Heptaprenyl diphosphate [c0][c0]	rxn14334		R08750		
rxn07979_c0	=	Cytosol	(Annotated_genome.CDS.3228 or Annotated_genome.CDS.2000)	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0) [c0]		-56.69		(1)  cpd15371[c0] <=> (1)  cpd00001[c0] + (1)  cpd15572[c0]	(1)  R-3-Hydroxyoctadecanoyl-acyl-carrierprotein- [c0][c0] <=> (1)  H2O [c0][c0] + (1)  trans-octadec-2-enoyl-[acyl-carrier protein] [c0][c0]	rxn07979	3HAD180			
